user_id,username,logins_per_week,avg_payment_delay_days,discount_purchase_pct,total_complaints,open_complaints,recent_usage_hours,prior_usage_hours,churn
1598,robert_anderson_1598,3.7333333333333334,20.5,0.0,2,0,93.0,92.12,0
1599,patricia_rodriguez_1599,1.5166666666666666,1.5,100.0,0,0,54.28,57.63,0
1600,lisa_davis_1600,3.6166666666666663,16.0,0.0,0,0,93.64,88.76,0
1601,donna_thomas_1601,3.033333333333333,2.0,33.333333333333336,1,0,110.59,114.47,0
1602,sarah_taylor_1602,1.75,1.5,100.0,1,0,61.56,57.51,0
1603,robert_williams_1603,3.15,0.5,0.0,0,0,110.64,109.92,0
1604,lisa_wilson_1604,7.116666666666666,1.0,14.285714285714286,0,0,105.89,104.51,0
1605,sandra_anderson_1605,3.2666666666666666,13.0,0.0,1,0,85.24,92.61,0
1606,christopher_garcia_1606,0.5833333333333334,10.0,0.0,4,4,12.92,75.9,1
1607,lisa_anderson_1607,3.7333333333333334,18.5,0.0,0,0,89.46000000000001,88.93,0
1608,lisa_martin_1608,1.05,2.0,0.0,2,1,11.2,73.51,0
1609,jane_wilson_1609,1.1666666666666667,1.0,100.0,0,0,56.72,56.68,0
1610,karen_davis_1610,3.2666666666666666,19.5,0.0,2,0,95.48,89.59,0
1611,william_jones_1611,1.5166666666666666,2.0,0.0,3,1,9.89,79.56,0
1612,donna_johnson_1612,2.45,19.0,0.0,1,0,93.89,86.11,0
1613,sandra_jones_1613,0.5833333333333334,10.0,0.0,2,2,12.85,75.69,1
1614,donna_smith_1614,3.2666666666666666,2.5,16.666666666666668,0,0,123.58,97.03,0
1615,thomas_brown_1615,1.9833333333333336,14.0,0.0,2,0,89.16,83.99,0
1616,jane_hernandez_1616,7.116666666666666,0.5,25.0,0,0,119.75,111.49,0
1617,charles_brown_1617,1.2833333333333334,2.0,100.0,0,0,49.96,56.75,0
1618,thomas_taylor_1618,3.15,3.0,16.666666666666668,0,0,124.43,101.79,0
1619,patricia_moore_1619,4.083333333333333,12.0,0.0,0,0,94.23,93.06,0
1620,jessica_smith_1620,7.116666666666666,2.5,20.0,0,0,108.32,101.36,0
1621,karen_thomas_1621,4.433333333333334,15.0,0.0,1,0,91.46,90.88,0
1622,sandra_davis_1622,3.033333333333333,3.0,0.0,1,0,120.17,106.44,0
1623,christopher_davis_1623,3.6166666666666663,2.5,33.333333333333336,1,0,116.05,103.2,0
1624,james_williams_1624,2.1,2.0,100.0,1,0,51.97,63.5,0
1625,christopher_smith_1625,1.4,2.0,100.0,1,0,56.42,55.96,0
1626,karen_jones_1626,3.6166666666666663,3.0,0.0,0,0,122.18,99.25,0
1627,james_brown_1627,3.2666666666666666,1.0,16.666666666666668,0,0,130.21,108.23,0
1628,donna_taylor_1628,3.033333333333333,2.5,12.5,1,0,128.36,109.05,0
1629,donna_miller_1629,3.85,1.5,20.0,1,0,114.32,104.27,0
1630,christopher_thomas_1630,4.2,17.5,0.0,2,0,94.51,91.68,0
1631,jane_wilson_1631,3.85,18.5,0.0,2,0,92.04,88.7,0
1632,james_johnson_1632,2.3333333333333335,2.0,100.0,1,0,57.59,56.89,0
1633,donna_white_1633,1.6333333333333333,2.0,100.0,0,0,54.27,62.34,0
1634,patricia_thomas_1634,1.05,4.0,100.0,1,0,48.39,59.11,0
1635,sandra_martin_1635,1.8666666666666667,1.0,100.0,0,0,55.08,63.4,0
1636,christopher_smith_1636,7.116666666666666,3.5,0.0,0,0,120.9,107.76,0
1637,william_smith_1637,0.8166666666666667,1.0,0.0,2,0,13.0,71.31,0
1638,jane_williams_1638,0.35,16.0,0.0,4,4,11.88,74.19,1
1639,christopher_wilson_1639,7.116666666666666,1.0,0.0,1,0,122.9,108.1,0
1640,joseph_miller_1640,4.2,0.5,0.0,0,0,113.48,96.26,0
1641,robert_white_1641,1.05,6.0,0.0,4,1,11.87,77.34,0
1642,michael_williams_1642,1.4,10.0,0.0,2,2,13.0,75.47,0
1643,patricia_rodriguez_1643,1.5166666666666666,2.5,100.0,1,0,55.12,55.22,0
1644,charles_davis_1644,1.4,3.0,100.0,1,0,53.57,62.19,0
1645,sandra_jackson_1645,1.1666666666666667,1.5,0.0,2,1,11.75,72.92,0
1646,emily_garcia_1646,7.116666666666666,2.0,20.0,1,0,116.98,106.71,0
1647,christopher_smith_1647,1.4,3.0,100.0,0,0,58.29,54.85,0
1648,donna_smith_1648,1.2833333333333334,3.0,100.0,0,0,58.19,59.8,0
1649,karen_rodriguez_1649,0.35,1.5,0.0,2,0,13.17,74.61,1
1650,sarah_garcia_1650,2.1,18.5,0.0,1,0,86.71,84.78999999999999,0
1651,sarah_martin_1651,1.6333333333333333,1.5,100.0,1,0,54.45,53.99,0
1652,charles_taylor_1652,7.116666666666666,2.0,0.0,0,0,114.86,102.99,0
1653,emily_martin_1653,3.6166666666666663,18.5,0.0,2,0,93.14,89.06,0
1654,patricia_brown_1654,1.4,3.0,100.0,1,0,51.32,59.93,0
1655,michael_rodriguez_1655,2.45,22.0,0.0,0,0,90.96,93.26,0
1656,jane_moore_1656,1.05,8.0,0.0,2,1,10.5,74.16,0
1657,david_thompson_1657,3.966666666666667,1.5,33.333333333333336,0,0,120.34,113.18,0
1658,john_brown_1658,1.05,9.5,0.0,4,3,12.81,77.84,0
1659,jane_white_1659,2.9166666666666665,2.5,33.333333333333336,1,0,124.1,103.05,0
1660,emily_johnson_1660,2.8,20.5,0.0,0,0,88.61,86.19,0
1661,donna_rodriguez_1661,3.966666666666667,3.5,16.666666666666668,0,0,122.46,107.01,0
1662,joseph_martin_1662,3.3833333333333333,16.0,0.0,2,0,94.17,93.69,0
1663,patricia_rodriguez_1663,0.8166666666666667,0.5,0.0,2,2,13.18,72.43,0
1664,patricia_smith_1664,0.8166666666666667,9.5,0.0,3,0,13.05,68.27,0
1665,donna_smith_1665,0.9333333333333332,19.5,0.0,2,1,11.57,80.35,0
1666,lisa_thomas_1666,0.4666666666666667,0.5,0.0,2,1,12.59,74.66,1
1667,robert_white_1667,3.15,0.5,0.0,0,0,119.06,105.5,0
1668,lisa_johnson_1668,7.116666666666666,2.0,0.0,0,0,124.07,109.1,0
1669,james_brown_1669,1.2833333333333334,10.0,0.0,2,2,13.01,70.52,0
1670,john_thompson_1670,2.566666666666667,23.5,0.0,2,0,91.98,90.88,0
1671,christopher_garcia_1671,0.7,1.0,0.0,2,2,11.34,78.54,0
1672,lisa_martin_1672,1.4,1.0,100.0,1,0,51.53,61.73,0
1673,robert_davis_1673,1.6333333333333333,3.5,100.0,0,0,57.15,52.35,0
1674,karen_thomas_1674,7.116666666666666,2.0,0.0,0,0,126.49,99.17,0
1675,christopher_thomas_1675,1.4,1.5,0.0,2,2,14.32,73.32,0
1676,christopher_jones_1676,0.7,9.0,0.0,3,2,13.23,77.62,0
1677,william_thompson_1677,3.033333333333333,3.0,12.5,1,0,125.7,105.36,0
1678,robert_brown_1678,4.2,18.5,0.0,1,0,98.1,85.53,0
1679,jane_jones_1679,0.8166666666666667,1.0,0.0,2,2,13.11,78.6,0
1680,alex_williams_1680,4.316666666666666,3.0,37.5,0,0,118.98,108.2,0
1681,william_martinez_1681,1.4,2.0,100.0,0,0,50.5,61.68,0
1682,sarah_miller_1682,3.3833333333333333,20.0,0.0,1,0,94.04,93.94,0
1683,karen_johnson_1683,3.966666666666667,2.0,20.0,0,0,112.28,105.15,0
1684,charles_anderson_1684,4.55,18.5,0.0,0,0,91.02,94.84,0
1685,christopher_taylor_1685,0.9333333333333332,2.5,100.0,0,0,55.01,58.99,0
1686,karen_jones_1686,0.4666666666666667,2.5,0.0,2,1,14.07,76.23,1
1687,christopher_martinez_1687,1.2833333333333334,2.5,100.0,1,0,55.97,60.8,0
1688,donna_rodriguez_1688,3.7333333333333334,2.5,14.285714285714286,1,0,125.34,108.88,0
1689,donna_anderson_1689,1.8666666666666667,3.5,100.0,1,0,54.7,65.17999999999999,0
1690,patricia_white_1690,0.2333333333333333,8.0,0.0,2,2,12.25,79.62,1
1691,jane_hernandez_1691,0.35,13.5,0.0,3,1,13.07,78.95,1
1692,william_anderson_1692,3.6166666666666663,1.5,0.0,0,0,123.12,106.19,0
1693,patricia_jones_1693,3.15,19.5,0.0,1,0,95.1,87.52,0
1694,john_anderson_1694,1.05,17.5,0.0,2,2,11.67,67.28,0
1695,jane_martin_1695,1.1666666666666667,1.5,0.0,3,2,12.91,75.07,0
1696,emily_brown_1696,0.5833333333333334,3.5,0.0,4,2,12.17,77.54,1
1697,james_moore_1697,1.8666666666666667,2.0,100.0,0,0,56.9,60.57,0
1698,david_wilson_1698,2.3333333333333335,15.0,0.0,0,0,92.42,91.09,0
1699,joseph_wilson_1699,1.5166666666666666,0.5,100.0,0,0,55.82,56.81,0
1700,sarah_smith_1700,4.083333333333333,2.0,0.0,0,0,122.3,99.76,0
1701,thomas_miller_1701,4.316666666666666,2.0,20.0,0,0,115.69,115.94,0
1702,patricia_white_1702,1.75,3.5,100.0,1,0,54.33,67.84,0
1703,sarah_jackson_1703,1.6333333333333333,1.0,100.0,0,0,60.0,54.24,0
1704,donna_thompson_1704,7.116666666666666,2.5,37.5,1,0,125.11,105.47,0
1705,alex_williams_1705,3.5,18.0,0.0,1,0,89.97,88.97,0
1706,christopher_miller_1706,0.9333333333333332,1.5,0.0,4,4,13.09,73.72,0
1707,jessica_jackson_1707,1.2833333333333334,7.0,0.0,2,1,13.26,74.92,0
1708,alex_white_1708,0.5833333333333334,1.5,0.0,3,2,13.62,72.2,1
1709,christopher_martin_1709,7.116666666666666,1.5,14.285714285714286,1,0,121.23,105.53,0
1710,david_anderson_1710,1.1666666666666667,1.0,100.0,0,0,48.54,67.03,0
1711,lisa_rodriguez_1711,4.316666666666666,0.5,14.285714285714286,1,0,121.56,98.96,0
1712,patricia_rodriguez_1712,7.116666666666666,2.0,50.0,1,0,121.8,117.93,0
1713,robert_garcia_1713,1.1666666666666667,2.0,100.0,0,0,53.76,57.54,0
1714,lisa_taylor_1714,2.216666666666667,13.0,0.0,2,0,99.85,92.42,0
1715,charles_moore_1715,3.85,2.0,0.0,0,0,122.08,98.46,0
1716,alex_martin_1716,1.4,3.0,100.0,0,0,57.45,59.78,0
1717,william_garcia_1717,0.9333333333333332,1.5,100.0,0,0,55.36,59.26,0
1718,james_anderson_1718,2.8,4.0,100.0,0,0,53.55,58.5,0
1719,william_williams_1719,2.683333333333333,20.0,0.0,0,0,91.92,90.02,0
1720,michael_anderson_1720,1.6333333333333333,1.5,100.0,1,0,54.0,61.51,0
1721,william_smith_1721,5.25,1.0,0.0,0,0,109.36,105.32,0
1722,robert_thompson_1722,0.7,3.0,0.0,4,2,13.07,71.72,0
1723,emily_rodriguez_1723,1.6333333333333333,2.0,100.0,0,0,64.05,57.93,0
1724,robert_taylor_1724,3.15,21.0,0.0,0,0,94.07,89.11,0
1725,sandra_martin_1725,1.05,2.0,100.0,1,0,51.28,53.82,0
1726,jessica_thompson_1726,1.75,25.0,0.0,0,0,98.11,83.56,0
1727,thomas_white_1727,1.2833333333333334,3.0,100.0,0,0,54.0,58.84,0
1728,john_smith_1728,0.35,8.5,0.0,3,3,12.64,75.98,1
1729,joseph_anderson_1729,1.8666666666666667,3.5,100.0,1,0,59.04,62.03,0
1730,john_miller_1730,0.9333333333333332,7.5,0.0,3,2,10.57,74.18,0
1731,sarah_williams_1731,2.216666666666667,13.5,0.0,0,0,94.39,95.78,0
1732,emily_moore_1732,2.45,13.5,0.0,0,0,96.21,87.5,0
1733,alex_garcia_1733,1.75,3.0,100.0,0,0,57.73,62.26,0
1734,sandra_moore_1734,2.3333333333333335,23.0,0.0,0,0,94.24,92.96,0
1735,jessica_wilson_1735,2.683333333333333,22.0,0.0,2,0,94.08,95.43,0
1736,alex_williams_1736,1.9833333333333336,1.5,100.0,0,0,57.84,64.11,0
1737,michael_martinez_1737,3.5,4.0,12.5,0,0,121.96,103.03,0
1738,jessica_williams_1738,2.1,2.0,100.0,0,0,56.07,58.48,0
1739,michael_williams_1739,1.2833333333333334,10.0,0.0,4,2,14.29,68.58,0
1740,james_johnson_1740,3.85,16.5,0.0,1,0,95.23,87.59,0
1741,sarah_williams_1741,7.116666666666666,3.5,12.5,1,0,114.39,102.21,0
1742,james_jackson_1742,3.3833333333333333,20.5,0.0,1,0,87.47,91.92,0
1743,joseph_davis_1743,1.9833333333333336,20.5,0.0,1,0,95.48,89.65,0
1744,michael_rodriguez_1744,4.2,19.0,0.0,1,0,94.86,93.66,0
1745,patricia_thompson_1745,2.8,14.5,0.0,0,0,93.0,90.32,0
1746,david_thomas_1746,7.116666666666666,2.5,50.0,1,0,113.6,101.02,0
1747,emily_garcia_1747,7.116666666666666,3.0,16.666666666666668,0,0,130.96,104.46,0
1748,david_taylor_1748,3.5,19.5,0.0,1,0,97.58,86.26,0
1749,karen_davis_1749,3.5,19.5,0.0,2,0,92.94,91.7,0
1750,sandra_white_1750,3.85,2.5,40.0,1,0,123.81,104.23,0
1751,christopher_martinez_1751,2.683333333333333,20.5,0.0,1,0,92.49,85.49,0
1752,alex_davis_1752,3.7333333333333334,23.0,0.0,1,0,92.18,91.79,0
1753,james_martin_1753,1.6333333333333333,16.0,0.0,1,0,89.22,89.45,0
1754,sarah_rodriguez_1754,1.1666666666666667,1.0,0.0,4,3,12.37,74.81,0
1755,joseph_thomas_1755,2.8,15.0,0.0,0,0,93.19,87.57,0
1756,patricia_moore_1756,0.8166666666666667,11.5,0.0,3,0,12.64,74.8,0
1757,michael_smith_1757,1.1666666666666667,2.0,0.0,4,3,15.4,77.29,0
1758,donna_jackson_1758,3.2666666666666666,1.0,0.0,1,0,116.23,109.58,0
1759,jane_martin_1759,1.2833333333333334,1.0,100.0,0,0,51.88,58.61,0
1760,william_miller_1760,0.5833333333333334,5.0,0.0,2,1,12.53,82.62,1
1761,charles_davis_1761,2.9166666666666665,15.0,0.0,1,0,93.19,93.76,0
1762,christopher_taylor_1762,3.5,14.0,0.0,1,0,94.9,91.35,0
1763,alex_jones_1763,0.2333333333333333,14.0,0.0,2,2,13.5,71.34,1
1764,emily_thomas_1764,1.8666666666666667,3.5,100.0,0,0,55.95,61.54,0
1765,karen_johnson_1765,1.2833333333333334,3.0,100.0,1,0,56.37,58.52,0
1766,donna_martin_1766,3.3833333333333333,3.0,0.0,0,0,116.38,112.28,0
1767,thomas_garcia_1767,3.966666666666667,1.5,20.0,0,0,109.52,94.54,0
1768,lisa_taylor_1768,2.45,1.0,100.0,1,0,57.22,62.98,0
1769,patricia_brown_1769,1.6333333333333333,2.0,100.0,1,0,56.63,60.46,0
1770,christopher_jackson_1770,0.8166666666666667,8.0,0.0,4,3,10.9,78.19,0
1771,michael_jones_1771,1.5166666666666666,3.5,100.0,1,0,56.53,60.11,0
1772,james_taylor_1772,3.966666666666667,2.0,50.0,0,0,124.23,96.71,0
1773,david_garcia_1773,3.2666666666666666,2.0,0.0,1,0,117.68,108.65,0
1774,james_hernandez_1774,1.75,1.0,100.0,0,0,49.42,60.2,0
1775,donna_taylor_1775,2.8,16.5,0.0,0,0,88.78,89.96,0
1776,jane_thomas_1776,2.216666666666667,1.5,100.0,1,0,61.38,61.51,0
1777,charles_davis_1777,0.7,1.0,0.0,2,0,13.63,66.63,0
1778,joseph_thomas_1778,7.116666666666666,2.5,33.333333333333336,0,0,118.19,105.02,0
1779,lisa_davis_1779,3.966666666666667,1.0,33.333333333333336,0,0,116.81,106.43,0
1780,alex_jones_1780,7.116666666666666,4.0,20.0,0,0,123.57,102.89,0
1781,james_moore_1781,1.1666666666666667,1.5,100.0,0,0,60.57,52.65,0
1782,patricia_hernandez_1782,0.4666666666666667,10.0,0.0,3,0,14.38,70.69,1
1783,william_garcia_1783,0.4666666666666667,8.5,0.0,3,1,12.96,77.92,1
1784,emily_rodriguez_1784,1.05,2.5,0.0,2,1,13.97,71.37,0
1785,michael_williams_1785,4.666666666666667,14.0,0.0,1,0,96.63,92.09,0
1786,karen_martinez_1786,7.116666666666666,2.0,0.0,1,0,110.65,109.47,0
1787,thomas_thompson_1787,1.5166666666666666,1.5,100.0,0,0,53.35,59.92,0
1788,lisa_johnson_1788,2.45,16.5,0.0,0,0,91.71,87.17999999999999,0
1789,james_miller_1789,7.116666666666666,3.5,20.0,0,0,119.86,93.35,0
1790,joseph_hernandez_1790,0.35,9.5,0.0,4,3,12.35,71.74,1
1791,james_white_1791,7.116666666666666,1.5,20.0,0,0,112.79,108.62,0
1792,thomas_thompson_1792,7.116666666666666,2.0,12.5,0,0,119.23,109.49,0
1793,robert_hernandez_1793,1.4,8.0,0.0,3,2,12.56,77.57,0
1794,christopher_thomas_1794,1.9833333333333336,2.5,100.0,1,0,56.06,61.07,0
1795,david_jones_1795,0.4666666666666667,11.0,0.0,3,2,10.78,77.47,1
1796,karen_moore_1796,3.6166666666666663,19.0,0.0,1,0,89.76,87.78,0
1797,donna_johnson_1797,0.5833333333333334,1.5,0.0,2,1,12.45,81.4,1
1798,charles_moore_1798,3.3833333333333333,16.5,0.0,1,0,86.92999999999999,87.85,0
1799,james_miller_1799,0.9333333333333332,3.0,0.0,3,2,13.14,76.61,0
1800,william_taylor_1800,0.35,7.0,0.0,2,2,12.45,78.12,1
1801,patricia_taylor_1801,1.6333333333333333,3.0,100.0,0,0,50.81,55.55,0
1802,emily_martin_1802,7.116666666666666,1.5,25.0,1,0,125.12,95.16,0
1803,lisa_davis_1803,2.1,16.0,0.0,2,0,87.67,85.33,0
1804,robert_jackson_1804,2.216666666666667,15.5,0.0,2,0,93.16,87.83,0
1805,jessica_wilson_1805,3.3833333333333333,3.5,16.666666666666668,1,0,117.07,105.16,0
1806,sandra_rodriguez_1806,1.8666666666666667,1.0,100.0,1,0,55.06,63.62,0
1807,john_martin_1807,2.9166666666666665,23.0,0.0,2,0,92.66,93.63,0
1808,john_jones_1808,7.116666666666666,1.5,0.0,1,0,110.04,97.89,0
1809,sandra_white_1809,1.4,1.0,0.0,2,1,11.44,78.98,0
1810,joseph_miller_1810,1.6333333333333333,17.0,0.0,2,0,93.52,90.61,0
1811,sandra_johnson_1811,0.5833333333333334,2.5,0.0,2,1,12.75,77.0,1
1812,patricia_taylor_1812,4.2,17.5,0.0,1,0,95.42,95.37,0
1813,lisa_brown_1813,0.35,9.0,0.0,3,3,11.94,74.22,1
1814,joseph_johnson_1814,1.6333333333333333,18.0,0.0,1,0,90.53,92.58,0
1815,patricia_rodriguez_1815,1.2833333333333334,17.0,0.0,2,2,12.09,79.35,0
1816,donna_johnson_1816,0.7,0.0,0.0,2,0,12.37,77.26,0
1817,joseph_thomas_1817,7.116666666666666,2.5,33.333333333333336,0,0,130.6,105.52,0
1818,michael_thompson_1818,0.5833333333333334,19.0,0.0,4,3,12.19,74.71,1
1819,sarah_white_1819,2.9166666666666665,18.0,0.0,1,0,89.95,95.19,0
1820,emily_brown_1820,0.5833333333333334,2.5,100.0,0,0,52.09,58.2,0
1821,sarah_taylor_1821,2.683333333333333,21.0,0.0,1,0,91.74,82.86,0
1822,alex_martinez_1822,2.8,24.5,0.0,2,0,92.83,93.48,0
1823,john_smith_1823,1.6333333333333333,2.5,100.0,1,0,58.57,59.28,0
1824,sarah_williams_1824,7.116666666666666,3.5,0.0,1,0,113.76,100.59,0
1825,james_moore_1825,0.5833333333333334,15.5,0.0,2,0,10.8,74.48,1
1826,sandra_smith_1826,0.8166666666666667,3.0,0.0,3,2,11.42,79.01,0
1827,sandra_williams_1827,1.75,2.0,100.0,1,0,54.45,60.78,0
1828,michael_rodriguez_1828,2.1,17.5,0.0,0,0,91.19,82.28,0
1829,john_white_1829,0.5833333333333334,19.0,0.0,4,1,11.56,75.09,1
1830,joseph_hernandez_1830,0.7,16.5,0.0,4,2,11.8,66.1,0
1831,john_anderson_1831,1.4,3.0,100.0,0,0,51.41,58.78,0
1832,karen_jackson_1832,2.216666666666667,19.5,0.0,1,0,93.62,89.27,0
1833,donna_miller_1833,0.9333333333333332,10.5,0.0,2,1,14.44,74.43,0
1834,jessica_martin_1834,0.9333333333333332,2.0,0.0,3,1,10.01,69.21,0
1835,emily_hernandez_1835,1.5166666666666666,1.5,100.0,0,0,55.09,57.68,0
1836,emily_rodriguez_1836,7.116666666666666,3.0,12.5,0,0,123.51,99.3,0
1837,christopher_anderson_1837,0.4666666666666667,17.0,0.0,4,3,11.21,72.54,1
1838,lisa_jackson_1838,4.433333333333334,22.0,0.0,1,0,88.47,88.74,0
1839,emily_wilson_1839,1.8666666666666667,2.5,100.0,0,0,59.71,61.82,0
1840,michael_jones_1840,1.75,24.5,0.0,0,0,92.43,93.48,0
1841,david_jones_1841,3.2666666666666666,1.0,0.0,1,0,114.96,100.85,0
1842,alex_anderson_1842,1.75,8.0,0.0,2,1,11.93,77.17,0
1843,charles_thomas_1843,3.5,22.0,0.0,1,0,92.92,90.64,0
1844,jane_jones_1844,1.6333333333333333,3.0,100.0,1,0,56.88,63.45,0
1845,thomas_garcia_1845,1.9833333333333336,1.5,100.0,0,0,56.15,63.56,0
1846,joseph_davis_1846,1.9833333333333336,4.0,100.0,0,0,55.26,55.01,0
1847,jessica_martinez_1847,0.8166666666666667,2.0,0.0,2,1,13.04,73.36,0
1848,patricia_johnson_1848,7.116666666666666,0.0,50.0,0,0,114.49,106.38,0
1849,patricia_thompson_1849,2.216666666666667,15.5,0.0,1,0,95.55,87.15,0
1850,patricia_jones_1850,0.35,2.5,0.0,2,0,12.88,75.1,1
1851,karen_taylor_1851,1.6333333333333333,2.5,100.0,1,0,58.06,53.62,0
1852,william_martinez_1852,3.3833333333333333,17.5,0.0,0,0,94.22,88.44,0
1853,patricia_rodriguez_1853,7.116666666666666,1.0,33.333333333333336,1,0,124.57,114.58,0
1854,michael_thompson_1854,1.05,9.0,0.0,2,1,13.98,75.83,0
1855,john_taylor_1855,1.5166666666666666,3.5,100.0,1,0,56.81,57.53,0
1856,sarah_miller_1856,3.5,18.0,0.0,2,0,93.2,94.38,0
1857,sarah_davis_1857,1.4,6.0,0.0,4,3,11.98,73.52,0
1858,thomas_moore_1858,1.2833333333333334,1.5,0.0,3,2,12.06,72.51,0
1859,karen_jones_1859,0.8166666666666667,2.5,0.0,4,2,11.56,76.05,0
1860,christopher_martin_1860,2.683333333333333,16.0,0.0,2,0,95.98,92.89,0
1861,robert_garcia_1861,1.5166666666666666,0.5,100.0,0,0,54.18,55.99,0
1862,jane_johnson_1862,0.4666666666666667,11.0,0.0,3,1,12.69,74.35,1
1863,robert_white_1863,3.6166666666666663,20.0,0.0,1,0,98.75,89.96,0
1864,james_miller_1864,3.033333333333333,14.0,0.0,1,0,98.01,94.02,0
1865,patricia_thomas_1865,3.5,2.0,0.0,1,0,116.59,112.01,0
1866,jane_jackson_1866,1.6333333333333333,2.0,100.0,0,0,58.26,64.22,0
1867,charles_rodriguez_1867,2.683333333333333,2.0,100.0,0,0,49.78,54.69,0
1868,emily_thomas_1868,3.966666666666667,3.5,0.0,1,0,115.67,106.88,0
1869,jane_jones_1869,1.1666666666666667,14.0,0.0,3,2,11.2,74.58,0
1870,david_thomas_1870,1.05,8.0,0.0,3,3,13.3,78.15,0
1871,jane_garcia_1871,2.216666666666667,3.0,100.0,0,0,53.17,62.82,0
1872,karen_moore_1872,7.116666666666666,3.0,0.0,1,0,122.55,102.49,0
1873,jane_johnson_1873,7.116666666666666,0.0,14.285714285714286,0,0,127.7,92.83,0
1874,alex_martinez_1874,1.6333333333333333,1.5,100.0,0,0,49.43,59.99,0
1875,david_thomas_1875,1.75,1.5,100.0,0,0,52.69,61.2,0
1876,david_brown_1876,0.7,6.0,0.0,3,3,11.47,70.35,0
1877,david_martin_1877,3.15,20.5,0.0,2,0,97.35,88.14,0
1878,charles_martinez_1878,7.116666666666666,3.0,0.0,1,0,120.18,105.6,0
1879,jessica_anderson_1879,7.116666666666666,1.0,40.0,0,0,124.0,100.1,0
1880,sandra_martinez_1880,0.9333333333333332,7.5,0.0,4,2,12.01,72.6,0
1881,robert_johnson_1881,3.6166666666666663,1.5,20.0,0,0,115.94,97.66,0
1882,alex_brown_1882,1.05,0.5,100.0,0,0,53.06,58.01,0
1883,emily_smith_1883,3.85,19.5,0.0,2,0,94.3,87.9,0
1884,william_williams_1884,1.8666666666666667,1.5,100.0,0,0,53.84,62.54,0
1885,karen_martin_1885,3.966666666666667,1.5,28.571428571428573,0,0,120.0,96.44,0
1886,emily_davis_1886,1.6333333333333333,2.5,100.0,0,0,55.6,64.91,0
1887,emily_miller_1887,0.5833333333333334,6.0,0.0,2,1,12.92,75.59,1
1888,david_miller_1888,7.116666666666666,0.0,0.0,1,0,126.78,106.54,0
1889,jessica_smith_1889,0.9333333333333332,8.0,0.0,4,2,12.15,78.18,0
1890,william_wilson_1890,3.5,17.5,0.0,0,0,91.78,89.55,0
1891,joseph_martinez_1891,0.1166666666666666,11.5,0.0,2,2,10.62,75.88,1
1892,james_williams_1892,1.2833333333333334,8.0,0.0,3,2,13.4,75.91,0
1893,sarah_hernandez_1893,1.4,2.0,100.0,1,0,58.94,59.71,0
1894,lisa_smith_1894,0.5833333333333334,12.0,0.0,3,2,14.86,70.51,1
1895,charles_davis_1895,0.9333333333333332,16.0,0.0,3,1,12.85,78.54,0
1896,joseph_thompson_1896,0.5833333333333334,0.5,0.0,4,2,14.22,72.77,1
1897,lisa_thompson_1897,2.9166666666666665,3.0,14.285714285714286,1,0,128.18,103.7,0
1898,donna_moore_1898,1.1666666666666667,6.0,0.0,3,2,12.69,73.92,0
1899,christopher_thompson_1899,3.15,18.5,0.0,0,0,100.86,90.94,0
1900,john_brown_1900,3.5,14.0,0.0,0,0,90.12,91.24,0
1901,christopher_thompson_1901,3.033333333333333,13.0,0.0,2,0,87.56,90.69,0
1902,christopher_thompson_1902,3.966666666666667,3.0,50.0,1,0,120.73,106.0,0
1903,john_thompson_1903,7.116666666666666,2.5,0.0,1,0,125.2,109.9,0
1904,michael_rodriguez_1904,3.15,2.0,20.0,0,0,124.47,110.81,0
1905,sarah_jackson_1905,1.75,0.0,100.0,1,0,58.93,56.44,0
1906,john_garcia_1906,1.6333333333333333,10.5,0.0,3,2,14.27,74.21,0
1907,jane_johnson_1907,0.8166666666666667,2.0,0.0,2,2,12.21,77.56,0
1908,donna_hernandez_1908,1.6333333333333333,0.5,100.0,0,0,54.71,55.01,0
1909,alex_wilson_1909,0.8166666666666667,8.0,0.0,4,3,9.92,69.64,0
1910,charles_taylor_1910,1.9833333333333336,3.0,100.0,0,0,51.57,61.78,0
1911,lisa_davis_1911,1.75,3.0,100.0,1,0,57.14,63.22,0
1912,lisa_jones_1912,7.116666666666666,0.0,0.0,0,0,117.57,98.85,0
1913,jessica_brown_1913,0.2333333333333333,10.0,0.0,3,1,11.44,73.99,1
1914,jessica_anderson_1914,0.4666666666666667,6.5,0.0,3,3,12.26,74.89,1
1915,donna_smith_1915,0.7,18.5,0.0,3,2,11.21,76.12,0
1916,thomas_thomas_1916,1.5166666666666666,1.5,100.0,0,0,49.34,57.15,0
1917,john_white_1917,1.9833333333333336,17.5,0.0,1,0,95.99,87.33,0
1918,thomas_jones_1918,1.9833333333333336,19.0,0.0,2,0,99.84,91.0,0
1919,jane_thompson_1919,1.6333333333333333,2.0,100.0,1,0,62.56,58.15,0
1920,charles_johnson_1920,3.7333333333333334,19.5,0.0,0,0,90.65,88.53999999999999,0
1921,karen_garcia_1921,1.6333333333333333,2.5,100.0,1,0,55.15,59.25,0
1922,jessica_martin_1922,4.083333333333333,3.0,0.0,0,0,120.92,106.39,0
1923,joseph_brown_1923,2.3333333333333335,21.0,0.0,2,0,83.49,87.28,0
1924,karen_anderson_1924,7.116666666666666,2.5,33.333333333333336,0,0,116.28,105.53,0
