user_id,username,logins_per_week,avg_payment_delay_days,discount_purchase_pct,total_complaints,open_complaints,recent_usage_hours,prior_usage_hours,usage_trend_ratio,customer_group
1809,sandra_white_1809,1.4,1.0,0.0,2,1,11.44,78.98,0.14,At Risk
1810,joseph_miller_1810,1.6333333333333333,17.0,0.0,2,0,93.52,90.61,1.03,Late Payer
1811,sandra_johnson_1811,0.5833333333333334,2.5,0.0,2,1,12.75,77.0,0.17,At Risk
1812,patricia_taylor_1812,4.2,17.5,0.0,1,0,95.42,95.37,1.0,Late Payer
1813,lisa_brown_1813,0.35,9.0,0.0,3,3,11.94,74.22,0.16,At Risk
1814,joseph_johnson_1814,1.6333333333333333,18.0,0.0,1,0,90.53,92.58,0.98,Late Payer
1815,patricia_rodriguez_1815,1.2833333333333334,17.0,0.0,2,2,12.09,79.35,0.15,At Risk
1816,donna_johnson_1816,0.7,0.0,0.0,2,0,12.370000000000001,77.26,0.16,At Risk
1817,joseph_thomas_1817,7.116666666666666,2.5,33.333333333333336,0,0,130.6,105.52,1.24,Healthy
1818,michael_thompson_1818,0.5833333333333334,19.0,0.0,4,3,12.19,74.71,0.16,At Risk
1819,sarah_white_1819,2.9166666666666665,18.0,0.0,1,0,89.95,95.19,0.94,Late Payer
1820,emily_brown_1820,0.5833333333333334,2.5,100.0,0,0,52.09,58.2,0.89,At Risk
1821,sarah_taylor_1821,2.683333333333333,21.0,0.0,1,0,91.74,82.86,1.11,Late Payer
1822,alex_martinez_1822,2.8,24.5,0.0,2,0,92.83,93.48,0.99,Late Payer
1823,john_smith_1823,1.6333333333333333,2.5,100.0,1,0,58.57,59.28,0.99,Discount Hunter
1824,sarah_williams_1824,7.116666666666666,3.5,0.0,1,0,113.76,100.59,1.13,Healthy
1825,james_moore_1825,0.5833333333333334,15.5,0.0,2,0,10.8,74.48,0.14,At Risk
1826,sandra_smith_1826,0.8166666666666667,3.0,0.0,3,2,11.42,79.01,0.14,At Risk
1827,sandra_williams_1827,1.75,2.0,100.0,1,0,54.45,60.78,0.89,Discount Hunter
1828,michael_rodriguez_1828,2.1,17.5,0.0,0,0,91.19,82.28,1.11,Late Payer
1829,john_white_1829,0.5833333333333334,19.0,0.0,4,1,11.56,75.09,0.15,At Risk
1830,joseph_hernandez_1830,0.7,16.5,0.0,4,2,11.8,66.1,0.18,At Risk
1831,john_anderson_1831,1.4,3.0,100.0,0,0,51.41,58.78,0.87,Discount Hunter
1832,karen_jackson_1832,2.216666666666667,19.5,0.0,1,0,93.62,89.27,1.05,Late Payer
1833,donna_miller_1833,0.9333333333333333,10.5,0.0,2,1,14.44,74.43,0.19,At Risk
1834,jessica_martin_1834,0.9333333333333333,2.0,0.0,3,1,10.01,69.21,0.14,At Risk
1835,emily_hernandez_1835,1.5166666666666666,1.5,100.0,0,0,55.089999999999996,57.68,0.95,Discount Hunter
1836,emily_rodriguez_1836,7.116666666666666,3.0,12.5,0,0,123.51,99.3,1.24,Healthy
1837,christopher_anderson_1837,0.4666666666666667,17.0,0.0,4,3,11.21,72.54,0.15,At Risk
1838,lisa_jackson_1838,4.433333333333334,22.0,0.0,1,0,88.47,88.74,1.0,Late Payer
1839,emily_wilson_1839,1.8666666666666667,2.5,100.0,0,0,59.71,61.82,0.96,Discount Hunter
1840,michael_jones_1840,1.75,24.5,0.0,0,0,92.43,93.48,0.99,Late Payer
1841,david_jones_1841,3.2666666666666666,1.0,0.0,1,0,114.96,100.85,1.14,Healthy
1842,alex_anderson_1842,1.75,8.0,0.0,2,1,11.93,77.17,0.15,At Risk
1843,charles_thomas_1843,3.5,22.0,0.0,1,0,92.92,90.64,1.02,Late Payer
1844,jane_jones_1844,1.6333333333333333,3.0,100.0,1,0,56.88,63.45,0.9,Discount Hunter
1845,thomas_garcia_1845,1.9833333333333334,1.5,100.0,0,0,56.15,63.56,0.88,Discount Hunter
1846,joseph_davis_1846,1.9833333333333334,4.0,100.0,0,0,55.26,55.01,1.0,Discount Hunter
1847,jessica_martinez_1847,0.8166666666666667,2.0,0.0,2,1,13.040000000000001,73.36,0.18,At Risk
1848,patricia_johnson_1848,7.116666666666666,0.0,50.0,0,0,114.49,106.38,1.08,Healthy
1849,patricia_thompson_1849,2.216666666666667,15.5,0.0,1,0,95.55,87.15,1.1,Late Payer
1850,patricia_jones_1850,0.35,2.5,0.0,2,0,12.88,75.1,0.17,At Risk
1851,karen_taylor_1851,1.6333333333333333,2.5,100.0,1,0,58.06,53.62,1.08,Discount Hunter
1852,william_martinez_1852,3.3833333333333333,17.5,0.0,0,0,94.22,88.44,1.06,Late Payer
1853,patricia_rodriguez_1853,7.116666666666666,1.0,33.333333333333336,1,0,124.57,114.58,1.09,Healthy
1854,michael_thompson_1854,1.05,9.0,0.0,2,1,13.98,75.83,0.18,At Risk
1855,john_taylor_1855,1.5166666666666666,3.5,100.0,1,0,56.81,57.53,0.99,Discount Hunter
1856,sarah_miller_1856,3.5,18.0,0.0,2,0,93.2,94.38,0.99,Late Payer
1857,sarah_davis_1857,1.4,6.0,0.0,4,3,11.98,73.52,0.16,At Risk
1858,thomas_moore_1858,1.2833333333333334,1.5,0.0,3,2,12.06,72.51,0.17,At Risk
1859,karen_jones_1859,0.8166666666666667,2.5,0.0,4,2,11.56,76.05,0.15,At Risk
1860,christopher_martin_1860,2.683333333333333,16.0,0.0,2,0,95.98,92.89,1.03,Late Payer
1861,robert_garcia_1861,1.5166666666666666,0.5,100.0,0,0,54.18,55.99,0.97,Discount Hunter
1862,jane_johnson_1862,0.4666666666666667,11.0,0.0,3,1,12.69,74.35,0.17,At Risk
1863,robert_white_1863,3.6166666666666667,20.0,0.0,1,0,98.75,89.96,1.1,Late Payer
1864,james_miller_1864,3.033333333333333,14.0,0.0,1,0,98.01,94.02,1.04,Late Payer
1865,patricia_thomas_1865,3.5,2.0,0.0,1,0,116.59,112.01,1.04,Healthy
1866,jane_jackson_1866,1.6333333333333333,2.0,100.0,0,0,58.26,64.22,0.91,Discount Hunter
1867,charles_rodriguez_1867,2.683333333333333,2.0,100.0,0,0,49.78,54.69,0.91,Discount Hunter
1868,emily_thomas_1868,3.966666666666667,3.5,0.0,1,0,115.67,106.88,1.08,Healthy
1869,jane_jones_1869,1.1666666666666667,14.0,0.0,3,2,11.2,74.58,0.15,At Risk
1870,david_thomas_1870,1.05,8.0,0.0,3,3,13.3,78.15,0.17,At Risk
1871,jane_garcia_1871,2.216666666666667,3.0,100.0,0,0,53.17,62.82,0.85,Discount Hunter
1872,karen_moore_1872,7.116666666666666,3.0,0.0,1,0,122.55,102.49000000000001,1.19,Healthy
1873,jane_johnson_1873,7.116666666666666,0.0,14.285714285714286,0,0,127.7,92.83,1.37,Healthy
1874,alex_martinez_1874,1.6333333333333333,1.5,100.0,0,0,49.43,59.99,0.82,Discount Hunter
1875,david_thomas_1875,1.75,1.5,100.0,0,0,52.69,61.2,0.86,Discount Hunter
1876,david_brown_1876,0.7,6.0,0.0,3,3,11.47,70.35,0.16,At Risk
1877,david_martin_1877,3.15,20.5,0.0,2,0,97.35,88.14,1.1,Late Payer
1878,charles_martinez_1878,7.116666666666666,3.0,0.0,1,0,120.18,105.6,1.14,Healthy
1879,jessica_anderson_1879,7.116666666666666,1.0,40.0,0,0,124.0,100.1,1.24,Healthy
1880,sandra_martinez_1880,0.9333333333333333,7.5,0.0,4,2,12.01,72.6,0.17,At Risk
1881,robert_johnson_1881,3.6166666666666667,1.5,20.0,0,0,115.94,97.66,1.19,Healthy
1882,alex_brown_1882,1.05,0.5,100.0,0,0,53.06,58.01,0.91,Discount Hunter
1883,emily_smith_1883,3.85,19.5,0.0,2,0,94.3,87.9,1.07,Late Payer
1884,william_williams_1884,1.8666666666666667,1.5,100.0,0,0,53.839999999999996,62.54,0.86,Discount Hunter
1885,karen_martin_1885,3.966666666666667,1.5,28.571428571428573,0,0,120.0,96.44,1.24,Healthy
1886,emily_davis_1886,1.6333333333333333,2.5,100.0,0,0,55.6,64.91,0.86,Discount Hunter
1887,emily_miller_1887,0.5833333333333334,6.0,0.0,2,1,12.92,75.59,0.17,At Risk
1888,david_miller_1888,7.116666666666666,0.0,0.0,1,0,126.78,106.54,1.19,Healthy
1889,jessica_smith_1889,0.9333333333333333,8.0,0.0,4,2,12.15,78.18,0.16,At Risk
1890,william_wilson_1890,3.5,17.5,0.0,0,0,91.78,89.55,1.02,Late Payer
1891,joseph_martinez_1891,0.11666666666666667,11.5,0.0,2,2,10.62,75.88,0.14,At Risk
1892,james_williams_1892,1.2833333333333334,8.0,0.0,3,2,13.4,75.91,0.18,At Risk
1893,sarah_hernandez_1893,1.4,2.0,100.0,1,0,58.94,59.71,0.99,Discount Hunter
1894,lisa_smith_1894,0.5833333333333334,12.0,0.0,3,2,14.86,70.51,0.21,At Risk
1895,charles_davis_1895,0.9333333333333333,16.0,0.0,3,1,12.85,78.54,0.16,At Risk
1896,joseph_thompson_1896,0.5833333333333334,0.5,0.0,4,2,14.22,72.77,0.2,At Risk
1897,lisa_thompson_1897,2.9166666666666665,3.0,14.285714285714286,1,0,128.18,103.7,1.23,Healthy
1898,donna_moore_1898,1.1666666666666667,6.0,0.0,3,2,12.69,73.92,0.17,At Risk
1899,christopher_thompson_1899,3.15,18.5,0.0,0,0,100.86,90.94,1.11,Late Payer
1900,john_brown_1900,3.5,14.0,0.0,0,0,90.12,91.24,0.99,Late Payer
1901,christopher_thompson_1901,3.033333333333333,13.0,0.0,2,0,87.56,90.69,0.96,Late Payer
1902,christopher_thompson_1902,3.966666666666667,3.0,50.0,1,0,120.73,106.0,1.14,Healthy
1903,john_thompson_1903,7.116666666666666,2.5,0.0,1,0,125.2,109.9,1.14,Healthy
1904,michael_rodriguez_1904,3.15,2.0,20.0,0,0,124.47,110.81,1.12,Healthy
1905,sarah_jackson_1905,1.75,0.0,100.0,1,0,58.93,56.44,1.04,Discount Hunter
1906,john_garcia_1906,1.6333333333333333,10.5,0.0,3,2,14.27,74.21,0.19,At Risk
1907,jane_johnson_1907,0.8166666666666667,2.0,0.0,2,2,12.21,77.56,0.16,At Risk
1908,donna_hernandez_1908,1.6333333333333333,0.5,100.0,0,0,54.71,55.01,0.99,Discount Hunter
1909,alex_wilson_1909,0.8166666666666667,8.0,0.0,4,3,9.92,69.64,0.14,At Risk
1910,charles_taylor_1910,1.9833333333333334,3.0,100.0,0,0,51.57,61.78,0.83,Discount Hunter
1911,lisa_davis_1911,1.75,3.0,100.0,1,0,57.14,63.22,0.9,Discount Hunter
1912,lisa_jones_1912,7.116666666666666,0.0,0.0,0,0,117.57,98.85,1.19,Healthy
1913,jessica_brown_1913,0.23333333333333334,10.0,0.0,3,1,11.44,73.99,0.15,At Risk
1914,jessica_anderson_1914,0.4666666666666667,6.5,0.0,3,3,12.26,74.89,0.16,At Risk
1915,donna_smith_1915,0.7,18.5,0.0,3,2,11.21,76.12,0.15,At Risk
1916,thomas_thomas_1916,1.5166666666666666,1.5,100.0,0,0,49.34,57.15,0.86,Discount Hunter
1917,john_white_1917,1.9833333333333334,17.5,0.0,1,0,95.99,87.33,1.1,Late Payer
1918,thomas_jones_1918,1.9833333333333334,19.0,0.0,2,0,99.84,91.0,1.1,Late Payer
1919,jane_thompson_1919,1.6333333333333333,2.0,100.0,1,0,62.56,58.15,1.07,Discount Hunter
1920,charles_johnson_1920,3.7333333333333334,19.5,0.0,0,0,90.65,88.53999999999999,1.02,Late Payer
1921,karen_garcia_1921,1.6333333333333333,2.5,100.0,1,0,55.15,59.25,0.93,Discount Hunter
1922,jessica_martin_1922,4.083333333333333,3.0,0.0,0,0,120.92,106.39,1.14,Healthy
1923,joseph_brown_1923,2.3333333333333335,21.0,0.0,2,0,83.49,87.28,0.96,Late Payer
1924,karen_anderson_1924,7.116666666666666,2.5,33.333333333333336,0,0,116.28,105.53,1.1,Healthy
1925,jessica_taylor_1925,3.2666666666666666,2.5,16.666666666666668,1,0,116.67999999999999,96.43,1.21,Healthy
1926,john_smith_1926,1.6333333333333333,0.5,100.0,1,0,59.08,57.160000000000004,1.03,Discount Hunter
1927,jane_martinez_1927,4.433333333333334,22.0,0.0,1,0,96.56,84.43,1.14,Late Payer
1928,karen_thomas_1928,1.75,3.0,100.0,0,0,58.87,57.99,1.01,Discount Hunter
1929,christopher_martinez_1929,0.9333333333333333,9.0,0.0,3,2,12.78,79.27,0.16,At Risk
1930,michael_hernandez_1930,4.433333333333334,16.0,0.0,2,0,93.07,86.91,1.07,Late Payer
1931,thomas_wilson_1931,2.566666666666667,20.0,0.0,1,0,89.64,87.55,1.02,Late Payer
1932,jane_moore_1932,0.8166666666666667,9.0,0.0,3,3,11.39,74.06,0.15,At Risk
1933,robert_miller_1933,1.5166666666666666,17.0,0.0,4,3,11.12,77.44,0.14,At Risk
1934,sarah_jackson_1934,7.116666666666666,2.0,0.0,0,0,108.0,107.54,1.0,Healthy
1935,sandra_johnson_1935,0.8166666666666667,6.5,0.0,3,2,12.94,78.93,0.16,At Risk
1936,jessica_thomas_1936,3.85,2.5,57.142857142857146,1,0,120.82,106.35,1.13,Healthy
1937,david_moore_1937,0.5833333333333334,6.5,0.0,3,0,10.99,72.1,0.15,At Risk
1938,michael_wilson_1938,2.683333333333333,19.0,0.0,1,0,98.85,91.91,1.07,Late Payer
1939,james_anderson_1939,3.15,17.0,0.0,2,0,90.94,94.41,0.96,Late Payer
1940,jane_moore_1940,7.116666666666666,1.5,16.666666666666668,1,0,124.34,99.64,1.25,Healthy
1941,christopher_rodriguez_1941,0.9333333333333333,10.0,0.0,3,2,13.64,69.26,0.2,At Risk
1942,karen_jones_1942,3.15,2.5,0.0,0,0,128.0,104.71,1.22,Healthy
1943,david_jones_1943,0.9333333333333333,6.0,0.0,3,2,12.98,70.31,0.18,At Risk
1944,john_jones_1944,0.7,9.0,0.0,4,3,12.69,70.93,0.18,At Risk
1945,michael_smith_1945,2.216666666666667,2.0,100.0,0,0,58.81,57.13,1.03,Discount Hunter
1946,sarah_moore_1946,7.116666666666666,1.5,20.0,0,0,121.49000000000001,104.54,1.16,Healthy
1947,jessica_hernandez_1947,0.7,8.5,0.0,2,1,10.61,75.07000000000001,0.14,At Risk
1948,james_brown_1948,2.3333333333333335,17.5,0.0,2,0,93.84,92.37,1.01,Late Payer
1949,sandra_brown_1949,2.566666666666667,2.0,16.666666666666668,0,0,114.98,108.28,1.06,Healthy
1950,john_moore_1950,7.116666666666666,1.5,25.0,0,0,108.23,109.16,0.99,Healthy
1951,michael_hernandez_1951,2.45,2.0,100.0,1,0,53.97,57.83,0.93,Discount Hunter
1952,christopher_davis_1952,3.5,18.5,0.0,1,0,96.51,90.72,1.06,Late Payer
1953,james_thompson_1953,3.033333333333333,17.5,0.0,2,0,93.16,90.19,1.03,Late Payer
1954,lisa_jones_1954,1.5166666666666666,1.0,100.0,1,0,59.52,59.25,1.0,Discount Hunter
1955,james_martin_1955,0.8166666666666667,4.0,0.0,4,4,14.12,79.79,0.18,At Risk
1956,jane_jones_1956,1.2833333333333334,3.0,100.0,0,0,50.92,59.47,0.85,Discount Hunter
1957,joseph_miller_1957,1.1666666666666667,2.0,0.0,2,2,13.709999999999999,72.51,0.19,At Risk
1958,donna_garcia_1958,7.116666666666666,2.5,25.0,0,0,114.09,108.21000000000001,1.05,Healthy
1959,christopher_smith_1959,7.116666666666666,1.5,25.0,0,0,116.33,106.36,1.09,Healthy
1960,jane_white_1960,7.116666666666666,2.0,50.0,0,0,119.97,105.62,1.13,Healthy
1961,patricia_miller_1961,1.9833333333333334,4.0,100.0,0,0,53.28,54.37,0.98,Discount Hunter
1962,lisa_williams_1962,3.7333333333333334,2.5,14.285714285714286,0,0,123.25,113.17,1.09,Healthy
1963,karen_taylor_1963,7.116666666666666,2.5,14.285714285714286,0,0,116.87,98.05,1.19,Healthy
1964,charles_brown_1964,2.3333333333333335,16.5,0.0,0,0,90.2,92.58,0.97,Late Payer
1965,sandra_garcia_1965,0.8166666666666667,0.5,0.0,4,4,12.26,70.97,0.17,At Risk
1966,lisa_white_1966,1.5166666666666666,1.0,100.0,0,0,62.9,59.74,1.05,Discount Hunter
1967,lisa_jackson_1967,1.75,3.5,100.0,0,0,55.69,57.75,0.96,Discount Hunter
1968,lisa_jones_1968,1.2833333333333334,10.5,0.0,4,2,12.65,72.72,0.17,At Risk
1969,thomas_taylor_1969,2.1,15.5,0.0,2,0,95.01,86.1,1.1,Late Payer
1970,charles_johnson_1970,2.566666666666667,12.5,0.0,1,0,94.09,88.07,1.07,Late Payer
1971,charles_martin_1971,2.216666666666667,18.0,0.0,1,0,90.38,87.92,1.03,Late Payer
1972,thomas_garcia_1972,0.4666666666666667,0.0,0.0,4,2,13.86,73.57,0.19,At Risk
1973,sandra_rodriguez_1973,0.5833333333333334,10.0,0.0,4,3,11.62,73.37,0.16,At Risk
1974,lisa_garcia_1974,3.85,3.5,25.0,1,0,118.73,109.99,1.08,Healthy
1975,patricia_miller_1975,3.033333333333333,17.5,0.0,0,0,89.06,89.76,0.99,Late Payer
1976,thomas_garcia_1976,0.4666666666666667,7.0,0.0,2,1,11.76,76.34,0.15,At Risk
1977,sandra_thompson_1977,1.4,6.5,0.0,3,2,13.08,74.49,0.18,At Risk
1978,jane_johnson_1978,0.4666666666666667,0.0,0.0,3,3,12.59,74.07000000000001,0.17,At Risk
1979,donna_brown_1979,0.5833333333333334,2.5,0.0,2,1,11.89,72.07,0.16,At Risk
1980,emily_garcia_1980,3.6166666666666667,20.0,0.0,2,0,90.7,86.82,1.04,Late Payer
1981,thomas_rodriguez_1981,7.116666666666666,3.0,0.0,0,0,123.6,107.07,1.15,Healthy
1982,sarah_anderson_1982,7.116666666666666,2.0,0.0,1,0,130.21,107.03,1.22,Healthy
1983,michael_thomas_1983,7.116666666666666,3.0,40.0,0,0,116.62,102.68,1.13,Healthy
1984,christopher_smith_1984,0.23333333333333334,7.5,0.0,2,2,13.86,71.96,0.19,At Risk
1985,patricia_miller_1985,3.3833333333333333,2.5,16.666666666666668,1,0,117.5,101.52,1.16,Healthy
1986,joseph_garcia_1986,3.6166666666666667,13.0,0.0,0,0,87.67,92.48,0.95,Late Payer
1987,sandra_anderson_1987,1.9833333333333334,17.0,0.0,0,0,92.96,95.98,0.97,Late Payer
1988,john_williams_1988,0.35,9.0,0.0,4,3,13.38,72.37,0.18,At Risk
1989,sarah_thomas_1989,3.6166666666666667,19.0,0.0,0,0,91.16,92.88,0.98,Late Payer
1990,robert_miller_1990,1.1666666666666667,12.5,0.0,4,3,14.02,71.1,0.2,At Risk
1991,patricia_smith_1991,1.9833333333333334,2.5,100.0,0,0,58.02,57.910000000000004,1.0,Discount Hunter
1992,joseph_anderson_1992,3.966666666666667,3.5,50.0,0,0,127.02,101.58,1.25,Healthy
1993,michael_martin_1993,1.2833333333333334,1.0,100.0,1,0,57.72,54.27,1.06,Discount Hunter
1994,christopher_martin_1994,3.3833333333333333,13.0,0.0,0,0,94.5,87.99,1.07,Late Payer
1995,donna_thomas_1995,1.6333333333333333,8.5,0.0,4,3,12.13,73.65,0.16,At Risk
1996,jane_martinez_1996,0.8166666666666667,12.0,0.0,2,2,14.39,74.53,0.19,At Risk
1997,sandra_jones_1997,3.2666666666666666,16.0,0.0,0,0,94.49,86.02,1.1,Late Payer
1998,karen_johnson_1998,7.116666666666666,2.0,0.0,1,0,130.94,105.1,1.24,Healthy
1999,emily_martinez_1999,2.216666666666667,2.0,100.0,0,0,56.17,57.32,0.98,Discount Hunter
2000,lisa_martin_2000,7.116666666666666,3.5,80.0,0,0,118.42,110.25,1.07,Discount Hunter
2001,sandra_rodriguez_2001,1.4,1.5,100.0,1,0,58.14,64.47,0.9,Discount Hunter
2002,christopher_hernandez_2002,2.8,3.0,33.333333333333336,0,0,123.94,106.82,1.16,Healthy
2003,donna_rodriguez_2003,7.116666666666666,1.5,0.0,0,0,127.7,109.03,1.17,Healthy
2004,donna_jackson_2004,1.5166666666666666,16.0,0.0,2,0,93.26,86.9,1.07,Late Payer
2005,donna_wilson_2005,3.5,23.0,0.0,1,0,93.99,90.1,1.04,Late Payer
2006,sarah_brown_2006,0.35,6.0,0.0,2,1,10.87,73.99,0.15,At Risk
2007,james_hernandez_2007,3.2666666666666666,19.5,0.0,2,0,95.53,89.18,1.07,Late Payer
2008,lisa_davis_2008,3.5,0.0,0.0,0,0,130.47,109.03,1.2,Healthy
2009,lisa_anderson_2009,3.5,2.0,0.0,0,0,126.66,99.62,1.27,Healthy
2010,sandra_brown_2010,0.5833333333333334,11.5,0.0,2,1,11.2,73.78,0.15,At Risk
2011,jessica_smith_2011,3.7333333333333334,23.5,0.0,2,0,97.0,90.7,1.07,Late Payer
2012,sandra_johnson_2012,1.6333333333333333,1.5,100.0,1,0,63.11,59.6,1.06,Discount Hunter
2013,sarah_thomas_2013,0.8166666666666667,9.0,0.0,4,1,13.26,76.98,0.17,At Risk
2014,michael_hernandez_2014,2.3333333333333335,20.5,0.0,1,0,94.07,89.52,1.05,Late Payer
2015,michael_moore_2015,2.566666666666667,23.0,0.0,2,0,91.98,87.93,1.04,Late Payer
2016,sandra_anderson_2016,3.5,18.0,0.0,2,0,93.28999999999999,92.78,1.0,Late Payer
2017,jane_white_2017,3.033333333333333,17.5,0.0,0,0,95.26,89.75,1.06,Late Payer
2018,john_brown_2018,0.35,0.5,0.0,4,3,12.52,79.13,0.16,At Risk
2019,joseph_thompson_2019,2.683333333333333,24.0,0.0,1,0,87.78,90.23,0.97,Late Payer
2020,sarah_jackson_2020,7.116666666666666,2.5,0.0,1,0,114.17,107.27,1.06,Healthy
2021,jessica_thomas_2021,2.45,3.5,100.0,1,0,55.3,58.49,0.94,Discount Hunter
2022,john_williams_2022,0.9333333333333333,8.5,0.0,4,1,9.58,78.4,0.12,At Risk
2023,john_johnson_2023,1.8666666666666667,1.0,100.0,1,0,56.76,58.18,0.97,Discount Hunter
2024,donna_taylor_2024,1.4,3.0,100.0,0,0,58.17,62.1,0.94,Discount Hunter
2025,lisa_taylor_2025,3.85,1.0,28.571428571428573,1,0,119.0,106.98,1.11,Healthy
2026,robert_jackson_2026,1.1666666666666667,6.0,0.0,4,3,12.92,76.13,0.17,At Risk
2027,david_anderson_2027,0.35,0.5,0.0,2,0,9.0,79.15,0.11,At Risk
2028,jessica_white_2028,3.6166666666666667,2.0,25.0,1,0,121.67,104.03,1.17,Healthy
2029,karen_martinez_2029,1.75,3.5,100.0,1,0,55.64,63.37,0.88,Discount Hunter
2030,patricia_brown_2030,2.3333333333333335,1.0,100.0,0,0,58.82,55.16,1.06,Discount Hunter
2031,william_wilson_2031,7.116666666666666,2.5,0.0,1,0,121.51,103.78,1.17,Healthy
2032,jessica_white_2032,3.5,15.5,0.0,2,0,94.19,91.14,1.03,Late Payer
2033,sandra_anderson_2033,3.6166666666666667,1.5,25.0,1,0,129.63,105.68,1.23,Healthy
2034,donna_jackson_2034,1.2833333333333334,4.0,100.0,0,0,57.54,60.59,0.95,Discount Hunter
2035,jane_wilson_2035,3.7333333333333334,0.5,14.285714285714286,1,0,116.55,100.89,1.15,Healthy
2036,michael_davis_2036,3.15,18.0,0.0,0,0,94.17,90.93,1.03,Late Payer
2037,james_rodriguez_2037,3.6166666666666667,1.0,16.666666666666668,1,0,123.69,101.82,1.21,Healthy
2038,john_taylor_2038,7.116666666666666,1.0,20.0,0,0,118.45,105.46,1.12,Healthy
2039,patricia_thomas_2039,1.5166666666666666,16.0,0.0,3,1,12.34,72.92,0.17,At Risk
2040,william_moore_2040,1.6333333333333333,2.0,100.0,0,0,57.73,63.91,0.9,Discount Hunter
2041,patricia_garcia_2041,3.966666666666667,1.5,0.0,1,0,119.91,106.94,1.12,Healthy
2042,donna_thomas_2042,1.2833333333333334,2.0,100.0,0,0,56.65,55.2,1.02,Discount Hunter
2043,alex_williams_2043,7.116666666666666,1.0,25.0,0,0,125.76,107.43,1.17,Healthy
2044,david_moore_2044,0.9333333333333333,2.0,0.0,3,1,13.06,72.05,0.18,At Risk
2045,john_williams_2045,7.116666666666666,0.5,0.0,1,0,122.69,103.53,1.18,Healthy
2046,jane_garcia_2046,2.45,17.0,0.0,2,0,91.85,93.23,0.98,Late Payer
2047,jessica_white_2047,1.4,1.5,100.0,1,0,53.42,54.92,0.97,Discount Hunter
2048,alex_thompson_2048,3.3833333333333333,11.0,0.0,2,0,90.84,89.51,1.01,Late Payer
2049,jane_garcia_2049,0.9333333333333333,1.5,100.0,0,0,57.09,61.41,0.93,At Risk
2050,joseph_moore_2050,1.2833333333333334,1.0,0.0,4,3,11.17,71.36,0.16,At Risk
2051,alex_davis_2051,2.566666666666667,22.5,0.0,1,0,95.11,88.28,1.08,Late Payer
2052,david_williams_2052,3.5,1.0,25.0,0,0,119.81,98.34,1.22,Healthy
2053,sandra_wilson_2053,1.8666666666666667,2.5,100.0,0,0,58.93,58.21,1.01,Discount Hunter
2054,karen_wilson_2054,3.85,3.0,66.66666666666667,0,0,112.35,101.22,1.11,Healthy
2055,james_thomas_2055,7.116666666666666,1.0,0.0,0,0,113.02,105.74,1.07,Healthy
2056,john_jackson_2056,0.8166666666666667,11.5,0.0,3,3,9.46,77.24,0.12,At Risk
2057,patricia_thompson_2057,0.5833333333333334,16.5,0.0,2,2,12.75,74.24,0.17,At Risk
2058,karen_martin_2058,0.7,8.5,0.0,3,2,12.04,72.61,0.17,At Risk
2059,joseph_moore_2059,0.9333333333333333,2.0,0.0,2,0,10.11,76.35,0.13,At Risk
2060,patricia_garcia_2060,3.15,2.0,0.0,0,0,122.52,106.28,1.15,Healthy
2061,michael_brown_2061,2.1,3.5,100.0,1,0,58.29,64.02,0.91,Discount Hunter
2062,sarah_thompson_2062,1.8666666666666667,3.0,100.0,0,0,52.01,56.87,0.91,Discount Hunter
2063,christopher_brown_2063,0.8166666666666667,2.5,100.0,0,0,63.81,63.64,1.0,At Risk
2064,sandra_davis_2064,0.8166666666666667,4.5,0.0,4,3,13.6,73.84,0.18,At Risk
2065,michael_anderson_2065,7.116666666666666,1.5,0.0,0,0,121.55,98.12,1.24,Healthy
2066,karen_rodriguez_2066,0.8166666666666667,1.5,0.0,4,2,11.24,72.54,0.15,At Risk
2067,charles_moore_2067,3.2666666666666666,12.5,0.0,0,0,96.85,90.88,1.06,Late Payer
2068,thomas_rodriguez_2068,3.2666666666666666,18.0,0.0,2,0,94.24,89.22,1.06,Late Payer
2069,michael_taylor_2069,1.9833333333333334,16.5,0.0,2,0,96.21,85.84,1.12,Late Payer
2070,alex_white_2070,0.9333333333333333,8.5,0.0,2,2,13.49,71.43,0.19,At Risk
2071,emily_williams_2071,3.85,1.5,12.5,1,0,122.46,107.81,1.13,Healthy
2072,joseph_white_2072,2.9166666666666665,16.5,0.0,1,0,95.94,89.95,1.07,Late Payer
2073,john_anderson_2073,0.9333333333333333,1.0,100.0,0,0,52.67,60.13,0.87,At Risk
2074,donna_rodriguez_2074,3.2666666666666666,21.5,0.0,2,0,88.79,89.91,0.99,Late Payer
2075,donna_jones_2075,2.1,14.0,0.0,2,0,90.11,92.0,0.98,Late Payer
2076,thomas_jackson_2076,2.216666666666667,2.0,100.0,1,0,54.66,60.3,0.9,Discount Hunter
2077,robert_martin_2077,1.8666666666666667,4.0,100.0,1,0,54.6,61.21,0.89,Discount Hunter
2078,lisa_williams_2078,3.3833333333333333,3.5,42.857142857142854,0,0,126.44,110.66,1.14,Healthy
2079,christopher_miller_2079,0.9333333333333333,0.0,0.0,3,2,11.9,71.88,0.17,At Risk
2080,lisa_rodriguez_2080,0.8166666666666667,1.0,0.0,2,1,13.45,72.65,0.18,At Risk
2081,karen_anderson_2081,2.566666666666667,21.5,0.0,1,0,92.27,88.34,1.04,Late Payer
