invoice_id,user_id,amount,due_date,payment_date
4890,2445,55.12,2026-05-24,2026-06-18
4891,2446,64.02,2026-04-29,2026-05-02
4892,2446,95.32,2026-05-24,2026-05-27
4893,2447,74.12,2026-04-29,2026-04-29
4894,2447,67.58,2026-05-24,2026-05-24
4895,2448,96.59,2026-04-29,2026-05-20
4896,2448,79.47,2026-05-24,2026-06-13
4897,2449,38.23,2026-04-29,2026-05-19
4898,2449,127.06,2026-05-24,2026-06-06
4899,2450,118.18,2026-04-29,2026-05-21
4900,2450,130.85,2026-05-24,2026-06-04
4901,2451,119.04,2026-04-29,2026-05-01
4902,2451,80.13,2026-05-24,
4903,2452,35.18,2026-04-29,2026-05-15
4904,2452,104.06,2026-05-24,2026-06-17
4905,2453,32.35,2026-04-29,2026-05-12
4906,2453,133.92,2026-05-24,2026-05-26
4907,2454,70.52,2026-04-29,2026-05-04
4908,2454,96.61,2026-05-24,2026-06-09
4909,2455,127.42,2026-04-29,2026-05-24
4910,2455,103.08,2026-05-24,2026-06-06
4911,2456,46.57,2026-04-29,2026-05-03
4912,2456,106.48,2026-05-24,2026-05-24
4913,2457,35.48,2026-04-29,2026-05-13
4914,2457,42.86,2026-05-24,2026-06-15
4915,2458,75.51,2026-04-29,2026-04-30
4916,2458,34.61,2026-05-24,2026-05-26
4917,2459,53.95,2026-04-29,2026-04-29
4918,2459,106.03,2026-05-24,2026-05-25
4919,2460,62.78,2026-04-29,2026-05-15
4920,2460,148.0,2026-05-24,
4921,2461,149.24,2026-04-29,2026-04-30
4922,2461,111.22,2026-05-24,2026-05-28
4923,2462,64.76,2026-04-29,2026-05-03
4924,2462,130.84,2026-05-24,
4925,2463,74.74,2026-04-29,2026-04-30
4926,2463,131.66,2026-05-24,2026-05-26
4927,2464,89.33,2026-04-29,2026-05-11
4928,2464,39.48,2026-05-24,2026-06-08
4929,2465,128.9,2026-04-29,2026-05-20
4930,2465,119.68,2026-05-24,2026-06-13
4931,2466,56.8,2026-04-29,2026-05-18
4932,2466,122.25,2026-05-24,2026-06-13
4933,2467,126.48,2026-04-29,2026-04-30
4934,2467,86.0,2026-05-24,2026-05-24
4935,2468,116.35,2026-04-29,2026-05-01
4936,2468,43.08,2026-05-24,2026-06-10
4937,2469,31.18,2026-04-29,2026-04-29
4938,2469,39.58,2026-05-24,2026-05-25
4939,2470,105.38,2026-04-29,2026-05-04
4940,2470,99.65,2026-05-24,
4941,2471,102.46,2026-04-29,2026-05-03
4942,2471,142.46,2026-05-24,2026-05-24
4943,2472,59.91,2026-04-29,2026-05-01
4944,2472,123.34,2026-05-24,2026-05-24
4945,2473,119.94,2026-04-29,2026-04-30
4946,2473,141.01,2026-05-24,2026-05-27
4947,2474,36.59,2026-04-29,2026-04-30
4948,2474,118.62,2026-05-24,2026-05-27
4949,2475,143.32,2026-04-29,2026-05-14
4950,2475,97.66,2026-05-24,2026-06-08
4951,2476,80.83,2026-04-29,2026-05-12
4952,2476,59.31,2026-05-24,2026-06-07
4953,2477,67.16,2026-04-29,2026-05-01
4954,2477,38.35,2026-05-24,2026-05-28
4955,2478,109.6,2026-04-29,2026-04-30
4956,2478,133.12,2026-05-24,2026-05-26
4957,2479,72.25,2026-04-29,2026-05-02
4958,2479,88.42,2026-05-24,2026-05-27
4959,2480,85.7,2026-04-29,2026-05-03
4960,2480,78.52,2026-05-24,2026-05-28
4961,2481,39.74,2026-04-29,2026-04-29
4962,2481,54.57,2026-05-24,2026-05-26
4963,2482,81.49,2026-04-29,2026-05-02
4964,2482,94.34,2026-05-24,2026-05-25
4965,2483,61.98,2026-04-29,2026-05-03
4966,2483,44.12,2026-05-24,2026-05-28
4967,2484,141.76,2026-04-29,2026-05-12
4968,2484,95.04,2026-05-24,2026-06-16
4969,2485,108.8,2026-04-29,2026-05-13
4970,2485,86.62,2026-05-24,2026-06-07
4971,2486,125.12,2026-04-29,2026-05-03
4972,2486,47.61,2026-05-24,2026-05-26
4973,2487,107.89,2026-04-29,2026-05-18
4974,2487,96.07,2026-05-24,
4975,2488,119.6,2026-04-29,2026-05-01
4976,2488,72.59,2026-05-24,2026-05-26
4977,2489,130.05,2026-04-29,2026-05-13
4978,2489,49.34,2026-05-24,2026-06-09
4979,2490,127.64,2026-04-29,2026-05-02
4980,2490,92.73,2026-05-24,2026-05-24
4981,2491,47.9,2026-04-29,2026-05-13
4982,2491,94.27,2026-05-24,2026-06-04
4983,2492,110.23,2026-04-29,2026-04-30
4984,2492,121.24,2026-05-24,2026-05-28
4985,2493,104.59,2026-04-29,2026-05-02
4986,2493,127.98,2026-05-24,2026-06-11
4987,2494,67.28,2026-04-29,2026-05-02
4988,2494,96.2,2026-05-24,2026-05-24
4989,2495,96.34,2026-04-29,2026-04-30
4990,2495,135.33,2026-05-24,2026-05-28
4991,2496,31.08,2026-04-29,2026-04-29
4992,2496,123.97,2026-05-24,2026-05-26
4993,2497,112.75,2026-04-29,2026-04-29
4994,2497,86.57,2026-05-24,2026-05-24
4995,2498,122.78,2026-04-29,2026-05-03
4996,2498,134.75,2026-05-24,2026-05-24
4997,2499,95.39,2026-04-29,2026-04-30
4998,2499,140.55,2026-05-24,2026-05-25
4999,2500,93.46,2026-04-29,2026-05-21
5000,2500,127.88,2026-05-24,2026-06-05
5001,2501,107.64,2026-04-29,2026-04-30
5002,2501,45.12,2026-05-24,2026-05-25
5003,2502,34.95,2026-04-29,2026-04-29
5004,2502,99.82,2026-05-24,2026-05-28
5005,2503,91.58,2026-04-29,2026-05-01
5006,2503,53.9,2026-05-24,2026-05-24
5007,2504,99.15,2026-04-29,2026-05-03
5008,2504,75.41,2026-05-24,2026-05-26
5009,2505,104.4,2026-04-29,2026-05-23
5010,2505,137.41,2026-05-24,2026-06-05
5011,2506,145.11,2026-04-29,2026-05-02
5012,2506,113.9,2026-05-24,
5013,2507,35.43,2026-04-29,2026-05-01
5014,2507,110.5,2026-05-24,2026-05-28
5015,2508,107.39,2026-04-29,2026-05-02
5016,2508,68.62,2026-05-24,2026-05-28
5017,2509,63.35,2026-04-29,2026-04-30
5018,2509,46.16,2026-05-24,2026-05-27
5019,2510,95.56,2026-04-29,2026-05-10
5020,2510,107.64,2026-05-24,2026-06-06
5021,2511,61.94,2026-04-29,2026-04-29
5022,2511,148.2,2026-05-24,2026-05-26
5023,2512,114.67,2026-04-29,2026-04-30
5024,2512,111.29,2026-05-24,2026-05-27
5025,2513,104.49,2026-04-29,2026-05-21
5026,2513,124.0,2026-05-24,2026-06-15
5027,2514,136.33,2026-04-29,2026-05-02
5028,2514,57.45,2026-05-24,2026-05-28
5029,2515,112.36,2026-04-29,2026-05-01
5030,2515,104.8,2026-05-24,2026-05-25
5031,2516,122.32,2026-04-29,2026-05-02
5032,2516,84.69,2026-05-24,2026-05-24
5033,2517,142.64,2026-04-29,2026-05-02
5034,2517,124.09,2026-05-24,2026-05-26
5035,2518,108.78,2026-04-29,2026-04-29
5036,2518,141.74,2026-05-24,2026-06-07
5037,2519,119.01,2026-04-29,2026-04-29
5038,2519,62.05,2026-05-24,2026-05-25
5039,2520,84.55,2026-04-29,2026-05-22
5040,2520,71.26,2026-05-24,2026-06-09
5041,2521,54.19,2026-04-29,2026-05-01
5042,2521,53.75,2026-05-24,2026-05-25
5043,2522,87.98,2026-04-29,2026-05-01
5044,2522,107.77,2026-05-24,2026-05-27
5045,2523,112.64,2026-04-29,2026-05-14
5046,2523,125.16,2026-05-24,2026-06-06
5047,2524,106.18,2026-04-29,2026-05-16
5048,2524,60.24,2026-05-24,2026-06-10
5049,2525,98.97,2026-04-29,2026-04-29
5050,2525,75.99,2026-05-24,2026-05-24
5051,2526,50.63,2026-04-29,2026-05-02
5052,2526,42.04,2026-05-24,2026-05-28
5053,2527,65.02,2026-04-29,2026-05-14
5054,2527,112.43,2026-05-24,
5055,2528,60.29,2026-04-29,2026-05-02
5056,2528,31.42,2026-05-24,2026-05-26
5057,2529,115.47,2026-04-29,2026-04-30
5058,2529,50.99,2026-05-24,2026-05-25
5059,2530,125.77,2026-04-29,2026-05-01
5060,2530,43.54,2026-05-24,2026-05-26
5061,2531,34.35,2026-04-29,2026-04-30
5062,2531,92.66,2026-05-24,2026-05-24
5063,2532,54.91,2026-04-29,2026-05-12
5064,2532,50.55,2026-05-24,2026-06-09
5065,2533,145.11,2026-04-29,2026-05-24
5066,2533,38.32,2026-05-24,2026-06-05
5067,2534,58.41,2026-04-29,2026-05-17
5068,2534,134.81,2026-05-24,2026-06-13
5069,2535,120.33,2026-04-29,2026-05-04
5070,2535,64.2,2026-05-24,2026-05-28
5071,2536,93.99,2026-04-29,2026-05-03
5072,2536,77.27,2026-05-24,2026-05-26
5073,2537,133.07,2026-04-29,2026-04-29
5074,2537,144.2,2026-05-24,2026-05-27
5075,2538,31.39,2026-04-29,2026-05-17
5076,2538,149.06,2026-05-24,
5077,2539,58.99,2026-04-29,2026-05-17
5078,2539,147.83,2026-05-24,2026-06-16
5079,2540,46.54,2026-04-29,2026-05-12
5080,2540,37.31,2026-05-24,2026-06-17
5081,2541,47.49,2026-04-29,2026-04-30
5082,2541,45.86,2026-05-24,2026-05-27
5083,2542,124.1,2026-04-29,2026-05-03
5084,2542,61.78,2026-05-24,2026-05-25
5085,2543,64.36,2026-04-29,2026-04-29
5086,2543,80.76,2026-05-24,2026-05-25
5087,2544,146.2,2026-04-29,2026-05-21
5088,2544,123.73,2026-05-24,2026-06-04
5089,2545,134.63,2026-04-29,2026-05-13
5090,2545,30.43,2026-05-24,
5091,2546,100.56,2026-04-29,2026-05-15
5092,2546,147.73,2026-05-24,2026-06-08
5093,2547,34.52,2026-04-29,2026-05-01
5094,2547,142.5,2026-05-24,2026-05-25
5095,2548,112.16,2026-04-29,2026-04-29
5096,2548,47.21,2026-05-24,
5097,2549,106.46,2026-04-29,2026-05-02
5098,2549,60.6,2026-05-24,2026-05-25
5099,2550,56.0,2026-04-29,2026-05-01
5100,2550,93.28,2026-05-24,2026-05-25
5101,2551,88.83,2026-04-29,2026-05-10
5102,2551,59.65,2026-05-24,2026-06-07
5103,2552,43.63,2026-04-29,2026-05-20
5104,2552,99.07,2026-05-24,2026-06-14
5105,2553,96.74,2026-04-29,2026-05-01
5106,2553,141.16,2026-05-24,2026-05-25
5107,2554,93.23,2026-04-29,2026-04-29
5108,2554,96.15,2026-05-24,2026-05-28
5109,2555,62.92,2026-04-29,2026-05-04
5110,2555,37.41,2026-05-24,2026-05-25
5111,2556,129.36,2026-04-29,2026-05-16
5112,2556,85.9,2026-05-24,2026-06-06
5113,2557,60.84,2026-04-29,2026-05-01
5114,2557,45.35,2026-05-24,2026-05-28
5115,2558,37.99,2026-04-29,2026-05-24
5116,2558,44.94,2026-05-24,2026-06-11
5117,2559,81.23,2026-04-29,2026-04-30
5118,2559,76.56,2026-05-24,2026-05-25
5119,2560,59.99,2026-04-29,2026-05-02
5120,2560,148.25,2026-05-24,2026-05-26
5121,2561,146.19,2026-04-29,2026-05-02
5122,2561,33.93,2026-05-24,2026-05-25
5123,2562,146.89,2026-04-29,2026-05-01
5124,2562,140.84,2026-05-24,2026-05-27
5125,2563,121.2,2026-04-29,2026-05-03
5126,2563,77.05,2026-05-24,2026-06-11
5127,2564,95.01,2026-04-29,2026-04-29
5128,2564,132.14,2026-05-24,2026-05-27
5129,2565,69.65,2026-04-29,2026-05-11
5130,2565,50.11,2026-05-24,2026-06-17
5131,2566,72.2,2026-04-29,2026-04-29
5132,2566,51.92,2026-05-24,2026-05-24
5133,2567,146.82,2026-04-29,2026-05-02
5134,2567,124.48,2026-05-24,
5135,2568,71.79,2026-04-29,2026-05-15
5136,2568,145.34,2026-05-24,2026-06-15
5137,2569,106.41,2026-04-29,2026-05-02
5138,2569,72.12,2026-05-24,2026-05-24
5139,2570,116.39,2026-04-29,2026-05-18
5140,2570,144.78,2026-05-24,2026-06-06
5141,2571,135.11,2026-04-29,2026-05-24
5142,2571,148.38,2026-05-24,2026-06-06
5143,2572,111.24,2026-04-29,2026-05-23
5144,2572,40.94,2026-05-24,2026-06-13
5145,2573,111.75,2026-04-29,2026-05-03
5146,2573,146.33,2026-05-24,2026-05-24
5147,2574,138.98,2026-04-29,2026-05-02
5148,2574,103.11,2026-05-24,
5149,2575,85.34,2026-04-29,2026-05-01
5150,2575,84.63,2026-05-24,2026-05-28
5151,2576,33.22,2026-04-29,2026-05-02
5152,2576,137.53,2026-05-24,2026-05-28
5153,2577,121.22,2026-04-29,2026-04-30
5154,2577,111.86,2026-05-24,2026-06-08
5155,2578,32.68,2026-04-29,2026-05-15
5156,2578,58.56,2026-05-24,2026-06-09
5157,2579,85.68,2026-04-29,2026-04-29
5158,2579,80.38,2026-05-24,2026-05-28
5159,2580,41.54,2026-04-29,2026-05-02
5160,2580,88.14,2026-05-24,2026-05-25
5161,2581,84.78,2026-04-29,2026-05-18
5162,2581,138.54,2026-05-24,2026-06-09
5163,2582,84.65,2026-04-29,2026-05-18
5164,2582,119.88,2026-05-24,2026-06-11
5165,2583,103.02,2026-04-29,2026-05-13
5166,2583,92.02,2026-05-24,2026-06-15
5167,2584,40.52,2026-04-29,2026-04-30
5168,2584,63.98,2026-05-24,2026-05-26
5169,2585,51.65,2026-04-29,2026-05-15
5170,2585,133.68,2026-05-24,
5171,2586,135.27,2026-04-29,2026-05-01
5172,2586,85.16,2026-05-24,2026-05-28
5173,2587,67.61,2026-04-29,2026-05-13
5174,2587,102.34,2026-05-24,2026-06-06
5175,2588,126.62,2026-04-29,2026-04-29
5176,2588,109.21,2026-05-24,2026-05-24
5177,2589,106.65,2026-04-29,2026-05-16
5178,2589,127.42,2026-05-24,2026-06-14
5179,2590,97.3,2026-04-29,2026-05-02
5180,2590,148.93,2026-05-24,2026-05-25
5181,2591,138.12,2026-04-29,2026-05-03
5182,2591,42.3,2026-05-24,2026-05-28
5183,2592,82.46,2026-04-29,2026-05-01
5184,2592,135.83,2026-05-24,2026-05-26
5185,2593,62.3,2026-04-29,2026-05-01
5186,2593,30.31,2026-05-24,2026-05-28
5187,2594,117.02,2026-04-29,2026-04-29
5188,2594,106.5,2026-05-24,2026-05-28
5189,2595,122.77,2026-04-29,2026-05-18
5190,2595,62.42,2026-05-24,2026-06-06
5191,2596,47.98,2026-04-29,2026-04-29
5192,2596,76.29,2026-05-24,2026-05-27
5193,2597,86.27,2026-04-29,2026-04-29
5194,2597,46.11,2026-05-24,2026-05-24
5195,2598,100.72,2026-04-29,2026-05-02
5196,2598,114.87,2026-05-24,2026-05-28
5197,2599,107.7,2026-04-29,2026-05-22
5198,2599,112.18,2026-05-24,2026-06-15
5199,2600,71.35,2026-04-29,2026-04-29
5200,2600,45.89,2026-05-24,2026-05-26
5201,2601,144.42,2026-04-29,2026-05-02
5202,2601,69.66,2026-05-24,2026-05-26
5203,2602,120.62,2026-04-29,2026-04-30
5204,2602,143.64,2026-05-24,
5205,2603,121.83,2026-04-29,2026-05-02
5206,2603,47.5,2026-05-24,2026-05-26
5207,2604,128.88,2026-04-29,2026-04-30
5208,2604,73.11,2026-05-24,2026-05-27
5209,2605,135.93,2026-04-29,2026-04-30
5210,2605,145.94,2026-05-24,2026-05-26
5211,2606,64.82,2026-04-29,2026-05-18
5212,2606,147.93,2026-05-24,
5213,2607,125.64,2026-04-29,2026-05-02
5214,2607,131.41,2026-05-24,
5215,2608,93.64,2026-04-29,2026-05-01
5216,2608,49.77,2026-05-24,2026-05-26
5217,2609,134.44,2026-04-29,2026-05-01
5218,2609,50.84,2026-05-24,2026-05-26
5219,2610,65.71,2026-04-29,2026-05-21
5220,2610,108.26,2026-05-24,2026-06-11
5221,2611,132.11,2026-04-29,2026-05-03
5222,2611,93.0,2026-05-24,2026-05-27
5223,2612,133.25,2026-04-29,2026-05-21
5224,2612,97.85,2026-05-24,2026-06-09
5225,2613,113.66,2026-04-29,2026-04-30
5226,2613,35.41,2026-05-24,2026-05-25
5227,2614,112.35,2026-04-29,2026-05-01
5228,2614,130.66,2026-05-24,2026-05-28
5229,2615,59.22,2026-04-29,2026-04-29
5230,2615,30.28,2026-05-24,2026-05-24
5231,2616,142.43,2026-04-29,2026-05-02
5232,2616,149.97,2026-05-24,2026-05-25
5233,2617,97.3,2026-04-29,2026-05-03
5234,2617,114.89,2026-05-24,2026-06-07
5235,2618,130.61,2026-04-29,2026-05-01
5236,2618,46.89,2026-05-24,2026-05-28
5237,2619,108.56,2026-04-29,2026-04-29
5238,2619,142.97,2026-05-24,
5239,2620,47.08,2026-04-29,2026-05-03
5240,2620,149.61,2026-05-24,2026-05-26
5241,2621,128.08,2026-04-29,2026-05-13
5242,2621,119.05,2026-05-24,2026-06-10
5243,2622,70.83,2026-04-29,2026-05-03
5244,2622,33.94,2026-05-24,2026-05-27
5245,2623,95.5,2026-04-29,2026-05-04
5246,2623,100.95,2026-05-24,
5247,2624,141.66,2026-04-29,2026-05-03
5248,2624,68.86,2026-05-24,2026-05-28
5249,2625,149.23,2026-04-29,2026-05-03
5250,2625,54.75,2026-05-24,2026-05-25
5251,2626,145.07,2026-04-29,2026-04-30
5252,2626,110.49,2026-05-24,2026-05-28
5253,2627,30.16,2026-04-29,2026-05-11
5254,2627,69.08,2026-05-24,2026-06-18
5255,2628,93.25,2026-04-29,2026-04-30
5256,2628,108.14,2026-05-24,2026-05-27
5257,2629,67.22,2026-04-29,2026-05-01
5258,2629,100.19,2026-05-24,2026-05-28
5259,2630,106.26,2026-04-29,2026-05-11
5260,2630,79.7,2026-05-24,2026-06-10
5261,2631,99.59,2026-04-29,2026-04-29
5262,2631,141.74,2026-05-24,2026-05-25
5263,2632,70.16,2026-04-29,2026-05-04
5264,2632,137.88,2026-05-24,
5265,2633,99.19,2026-04-29,2026-05-16
5266,2633,106.46,2026-05-24,2026-05-29
5267,2634,34.79,2026-04-29,2026-05-11
5268,2634,122.84,2026-05-24,
5269,2635,83.25,2026-04-29,2026-05-16
5270,2635,114.89,2026-05-24,
5271,2636,113.41,2026-04-29,2026-04-30
5272,2636,65.14,2026-05-24,
5273,2637,35.05,2026-04-29,2026-05-16
5274,2637,87.09,2026-05-24,2026-06-10
5275,2638,43.69,2026-04-29,2026-05-15
5276,2638,149.25,2026-05-24,2026-06-18
5277,2639,69.07,2026-04-29,2026-05-19
5278,2639,115.44,2026-05-24,2026-06-10
5279,2640,111.71,2026-04-29,2026-05-18
5280,2640,62.4,2026-05-24,2026-05-24
5281,2641,107.12,2026-04-29,2026-05-18
5282,2641,135.87,2026-05-24,2026-06-04
5283,2642,92.88,2026-04-29,2026-05-11
5284,2642,126.08,2026-05-24,2026-06-10
5285,2643,45.18,2026-04-29,2026-05-01
5286,2643,74.17,2026-05-24,2026-05-24
5287,2644,85.25,2026-04-29,2026-05-02
5288,2644,41.72,2026-05-24,2026-05-24
5289,2645,32.23,2026-04-29,2026-05-14
5290,2645,56.54,2026-05-24,2026-06-08
5291,2646,81.91,2026-04-29,2026-04-30
5292,2646,55.75,2026-05-24,2026-05-28
5293,2647,61.69,2026-04-29,2026-04-30
5294,2647,60.19,2026-05-24,2026-05-25
5295,2648,82.59,2026-04-29,2026-05-22
5296,2648,88.33,2026-05-24,2026-06-18
5297,2649,63.87,2026-04-29,2026-05-18
5298,2649,90.44,2026-05-24,2026-06-04
5299,2650,72.97,2026-04-29,2026-05-03
5300,2650,88.25,2026-05-24,2026-05-26
5301,2651,74.86,2026-04-29,2026-05-02
5302,2651,41.14,2026-05-24,2026-05-24
5303,2652,72.39,2026-04-29,2026-04-29
5304,2652,141.64,2026-05-24,2026-05-25
5305,2653,48.28,2026-04-29,2026-05-03
5306,2653,143.01,2026-05-24,
5307,2654,85.44,2026-04-29,2026-04-29
5308,2654,96.12,2026-05-24,2026-05-28
5309,2655,100.24,2026-04-29,2026-04-30
5310,2655,30.71,2026-05-24,2026-05-24
5311,2656,113.36,2026-04-29,2026-05-19
5312,2656,37.77,2026-05-24,2026-06-06
5313,2657,141.46,2026-04-29,2026-05-03
5314,2657,63.24,2026-05-24,2026-05-27
5315,2658,67.86,2026-04-29,2026-05-03
5316,2658,33.59,2026-05-24,2026-05-28
5317,2659,30.36,2026-04-29,2026-05-03
5318,2659,132.3,2026-05-24,2026-05-24
5319,2660,30.44,2026-04-29,2026-04-29
5320,2660,111.29,2026-05-24,2026-05-27
5321,2661,146.28,2026-04-29,2026-05-15
5322,2661,90.34,2026-05-24,2026-06-11
5323,2662,133.06,2026-04-29,2026-04-29
5324,2662,78.2,2026-05-24,2026-05-28
5325,2663,122.8,2026-04-29,2026-05-04
5326,2663,65.07,2026-05-24,
5327,2664,91.05,2026-04-29,2026-05-02
5328,2664,76.78,2026-05-24,2026-05-26
5329,2665,43.17,2026-04-29,2026-04-30
5330,2665,69.98,2026-05-24,2026-05-27
5331,2666,119.14,2026-04-29,2026-04-30
5332,2666,35.26,2026-05-24,2026-05-27
5333,2667,147.38,2026-04-29,2026-05-01
5334,2667,92.73,2026-05-24,2026-05-27
5335,2668,117.4,2026-04-29,2026-05-22
5336,2668,143.93,2026-05-24,2026-06-08
5337,2669,91.87,2026-04-29,2026-04-29
5338,2669,47.38,2026-05-24,2026-05-24
5339,2670,133.23,2026-04-29,2026-05-02
5340,2670,103.85,2026-05-24,
5341,2671,130.6,2026-04-29,2026-05-22
5342,2671,55.59,2026-05-24,2026-06-06
5343,2672,38.97,2026-04-29,2026-05-10
5344,2672,116.29,2026-05-24,2026-06-17
5345,2673,147.04,2026-04-29,2026-04-29
5346,2673,57.02,2026-05-24,2026-05-28
5347,2674,80.94,2026-04-29,2026-05-02
5348,2674,120.09,2026-05-24,2026-05-29
5349,2675,50.93,2026-04-29,2026-05-01
5350,2675,38.2,2026-05-24,2026-05-24
5351,2676,49.17,2026-04-29,2026-04-30
5352,2676,47.4,2026-05-24,2026-05-25
5353,2677,93.99,2026-04-29,2026-05-16
5354,2677,149.49,2026-05-24,2026-06-07
5355,2678,65.58,2026-04-29,2026-05-03
5356,2678,32.98,2026-05-24,2026-05-28
5357,2679,138.34,2026-04-29,2026-05-02
5358,2679,124.31,2026-05-24,
5359,2680,37.87,2026-04-29,2026-05-12
5360,2680,96.77,2026-05-24,2026-06-18
5361,2681,123.15,2026-04-29,2026-05-12
5362,2681,71.73,2026-05-24,2026-06-16
5363,2682,38.68,2026-04-29,2026-05-16
5364,2682,39.29,2026-05-24,2026-05-25
5365,2683,74.13,2026-04-29,2026-05-12
5366,2683,63.75,2026-05-24,2026-06-05
5367,2684,56.39,2026-04-29,2026-05-01
5368,2684,54.13,2026-05-24,2026-05-26
5369,2685,84.2,2026-04-29,2026-05-11
5370,2685,114.96,2026-05-24,2026-06-11
5371,2686,69.2,2026-04-29,2026-05-01
5372,2686,135.98,2026-05-24,2026-05-26
5373,2687,64.67,2026-04-29,2026-05-02
5374,2687,33.25,2026-05-24,2026-05-27
5375,2688,32.96,2026-04-29,2026-05-12
5376,2688,90.01,2026-05-24,2026-06-06
5377,2689,33.76,2026-04-29,2026-05-17
5378,2689,80.86,2026-05-24,2026-06-18
5379,2690,117.71,2026-04-29,2026-05-14
5380,2690,79.26,2026-05-24,
5381,2691,35.45,2026-04-29,2026-05-03
5382,2691,102.61,2026-05-24,2026-05-25
5383,2692,39.99,2026-04-29,2026-04-29
5384,2692,49.29,2026-05-24,
5385,2693,114.51,2026-04-29,2026-05-02
5386,2693,77.63,2026-05-24,2026-05-24
5387,2694,30.72,2026-04-29,2026-05-02
5388,2694,71.57,2026-05-24,
5389,2695,31.85,2026-04-29,2026-04-29
5390,2695,146.03,2026-05-24,2026-05-27
5391,2696,30.11,2026-04-29,2026-05-03
5392,2696,30.84,2026-05-24,2026-05-27
5393,2697,66.16,2026-04-29,2026-04-29
5394,2697,40.75,2026-05-24,2026-05-27
5395,2698,73.73,2026-04-29,2026-05-16
5396,2698,96.55,2026-05-24,2026-05-27
5397,2699,83.77,2026-04-29,2026-05-13
5398,2699,75.67,2026-05-24,
5399,2700,110.97,2026-04-29,2026-04-30
5400,2700,147.07,2026-05-24,2026-05-25
5401,2701,68.86,2026-04-29,2026-05-19
5402,2701,74.04,2026-05-24,
5403,2702,109.33,2026-04-29,2026-05-21
5404,2702,132.79,2026-05-24,2026-06-08
5405,2703,132.39,2026-04-29,2026-05-01
5406,2703,66.08,2026-05-24,2026-05-26
5407,2704,48.81,2026-04-29,2026-05-04
5408,2704,74.31,2026-05-24,
5409,2705,75.56,2026-04-29,2026-05-21
5410,2705,30.82,2026-05-24,2026-06-08
5411,2706,135.95,2026-04-29,2026-05-03
5412,2706,137.07,2026-05-24,2026-05-24
5413,2707,73.55,2026-04-29,2026-05-01
5414,2707,111.13,2026-05-24,2026-05-26
5415,2708,90.53,2026-04-29,2026-05-02
5416,2708,130.93,2026-05-24,2026-05-28
5417,2709,58.1,2026-04-29,2026-04-29
5418,2709,37.82,2026-05-24,2026-05-27
5419,2710,52.69,2026-04-29,2026-04-30
5420,2710,70.02,2026-05-24,2026-05-28
5421,2711,37.97,2026-04-29,2026-05-20
5422,2711,51.21,2026-05-24,2026-06-12
5423,2712,124.86,2026-04-29,2026-05-12
5424,2712,143.17,2026-05-24,2026-06-07
5425,2713,116.29,2026-04-29,2026-05-03
5426,2713,122.82,2026-05-24,2026-05-28
5427,2714,95.46,2026-04-29,2026-04-30
5428,2714,102.99,2026-05-24,2026-05-25
5429,2715,64.23,2026-04-29,2026-04-30
5430,2715,144.41,2026-05-24,2026-05-28
5431,2716,89.9,2026-04-29,2026-04-30
5432,2716,108.46,2026-05-24,2026-05-25
5433,2717,40.42,2026-04-29,2026-04-30
5434,2717,63.35,2026-05-24,2026-05-25
5435,2718,68.67,2026-04-29,2026-04-30
5436,2718,103.29,2026-05-24,2026-05-27
5437,2719,108.27,2026-04-29,2026-05-12
5438,2719,133.49,2026-05-24,2026-06-16
5439,2720,62.47,2026-04-29,2026-05-03
5440,2720,59.5,2026-05-24,2026-05-26
5441,2721,116.38,2026-04-29,2026-05-16
5442,2721,110.7,2026-05-24,2026-06-18
5443,2722,128.14,2026-04-29,2026-05-17
5444,2722,129.47,2026-05-24,2026-06-06
5445,2723,132.25,2026-04-29,2026-05-01
5446,2723,48.5,2026-05-24,2026-05-28
5447,2724,99.35,2026-04-29,2026-05-03
5448,2724,52.23,2026-05-24,2026-05-25
5449,2725,117.48,2026-04-29,2026-04-29
5450,2725,49.12,2026-05-24,2026-06-06
5451,2726,145.84,2026-04-29,2026-04-29
5452,2726,134.97,2026-05-24,2026-05-27
5453,2727,78.35,2026-04-29,2026-05-03
5454,2727,55.34,2026-05-24,2026-05-28
5455,2728,77.49,2026-04-29,2026-04-29
5456,2728,120.18,2026-05-24,2026-05-26
5457,2729,101.97,2026-04-29,2026-05-17
5458,2729,36.66,2026-05-24,2026-06-10
5459,2730,90.32,2026-04-29,2026-04-29
5460,2730,149.9,2026-05-24,2026-05-24
5461,2731,62.47,2026-04-29,2026-05-12
5462,2731,55.31,2026-05-24,2026-06-13
5463,2732,40.4,2026-04-29,2026-05-19
5464,2732,65.78,2026-05-24,2026-06-18
5465,2733,30.4,2026-04-29,2026-05-22
5466,2733,145.4,2026-05-24,2026-06-18
5467,2734,73.73,2026-04-29,2026-05-11
5468,2734,101.74,2026-05-24,2026-05-25
5469,2735,78.03,2026-04-29,2026-05-01
5470,2735,34.82,2026-05-24,2026-05-24
5471,2736,94.14,2026-04-29,2026-05-11
5472,2736,117.11,2026-05-24,
5473,2737,57.88,2026-04-29,2026-05-03
5474,2737,41.73,2026-05-24,2026-05-24
5475,2738,97.71,2026-04-29,2026-05-14
5476,2738,72.72,2026-05-24,2026-05-26
5477,2739,131.34,2026-04-29,2026-05-17
5478,2739,64.5,2026-05-24,2026-05-24
5479,2740,100.65,2026-04-29,2026-05-02
