purchase_id,user_id,amount,purchase_date,discount_applied,discount_value
3937,716,24.28,2026-04-19,1,24.27
3938,716,39.68,2026-05-17,1,17.0
3939,716,71.43,2026-05-08,1,17.86
3940,716,22.47,2026-04-04,1,22.47
3941,716,26.43,2026-03-31,1,26.43
3942,716,44.5,2026-04-16,1,19.07
3943,716,33.44,2026-04-09,1,33.45
3944,717,47.3,2026-04-16,0,0.0
3945,717,23.78,2026-03-30,0,0.0
3946,717,98.08,2026-05-18,0,0.0
3947,717,24.05,2026-05-15,0,0.0
3948,717,55.12,2026-05-09,0,0.0
3949,718,42.07,2026-05-17,0,0.0
3950,718,39.12,2026-04-30,0,0.0
3951,718,64.02,2026-05-03,0,0.0
3952,718,72.59,2026-05-18,0,0.0
3953,719,47.46,2026-05-03,1,47.47
3954,719,44.99,2026-05-13,1,44.98
3955,719,30.71,2026-05-10,1,30.7
3956,720,44.64,2026-05-08,0,0.0
3957,720,38.67,2026-05-01,0,0.0
3958,720,30.67,2026-04-14,0,0.0
3959,720,42.56,2026-04-28,0,0.0
3960,720,33.75,2026-04-14,0,0.0
3961,720,34.77,2026-04-24,0,0.0
3962,720,46.93,2026-05-15,0,0.0
3963,720,32.38,2026-04-14,0,0.0
3964,721,63.95,2026-05-16,1,27.41
3965,721,20.91,2026-05-19,1,8.96
3966,721,21.07,2026-05-16,1,5.27
3967,722,19.22,2026-05-14,1,19.22
3968,722,51.36,2026-04-16,1,12.84
3969,722,66.46,2026-05-05,1,28.48
3970,723,37.32,2026-04-19,1,37.32
3971,723,18.69,2026-04-09,1,18.68
3972,723,70.79,2026-05-01,1,17.7
3973,724,39.13,2026-04-06,0,0.0
3974,724,74.31,2026-04-26,0,0.0
3975,724,63.87,2026-04-12,0,0.0
3976,724,76.03,2026-04-07,0,0.0
3977,725,32.92,2026-04-07,1,32.91
3978,725,41.96,2026-05-16,1,41.95
3979,725,65.14,2026-04-29,1,16.28
3980,725,23.61,2026-04-23,1,10.12
3981,726,49.17,2026-04-20,1,49.17
3982,726,71.21,2026-05-17,1,17.8
3983,726,48.22,2026-04-04,1,12.06
3984,726,69.13,2026-03-21,1,29.63
3985,726,52.98,2026-04-06,1,13.24
3986,726,28.12,2026-04-25,1,28.12
3987,727,60.57,2026-04-05,0,0.0
3988,727,55.17,2026-03-29,0,0.0
3989,727,20.71,2026-04-08,0,0.0
3990,727,21.23,2026-05-16,0,0.0
3991,727,34.9,2026-03-24,0,0.0
3992,728,17.91,2026-04-08,1,7.67
3993,728,30.53,2026-05-11,1,30.54
3994,728,24.31,2026-05-06,1,6.08
3995,728,40.2,2026-04-02,1,17.23
3996,728,45.15,2026-04-20,1,45.16
3997,728,74.99,2026-04-20,1,18.75
3998,728,63.7,2026-05-16,1,15.93
3999,728,48.09,2026-04-30,1,12.02
4000,729,84.77,2026-05-06,0,0.0
4001,729,90.07,2026-04-30,0,0.0
4002,729,41.72,2026-04-24,0,0.0
4003,730,17.74,2026-04-12,1,7.61
4004,730,40.12,2026-04-24,1,17.2
4005,730,33.08,2026-04-22,1,14.18
4006,730,56.26,2026-04-27,1,14.07
4007,731,36.67,2026-03-29,1,4.08
4008,731,45.71,2026-04-27,1,5.08
4009,731,41.87,2026-05-18,0,0.0
4010,732,50.85,2026-05-16,1,5.65
4011,732,95.51,2026-04-30,0,0.0
4012,732,86.17,2026-04-21,0,0.0
4013,733,51.0,2026-04-26,0,0.0
4014,733,48.47,2026-03-22,0,0.0
4015,733,40.63,2026-03-30,0,0.0
4016,733,51.59,2026-05-09,0,0.0
4017,733,77.72,2026-03-22,0,0.0
4018,734,20.26,2026-05-05,1,2.25
4019,734,59.31,2026-04-02,0,0.0
4020,734,75.15,2026-05-16,1,8.35
4021,735,57.75,2026-03-25,0,0.0
4022,735,43.98,2026-04-19,0,0.0
4023,735,89.09,2026-03-22,0,0.0
4024,735,48.54,2026-04-17,0,0.0
4025,735,32.01,2026-05-03,0,0.0
4026,735,35.95,2026-05-15,0,0.0
4027,735,24.09,2026-04-20,0,0.0
4028,735,74.34,2026-03-23,0,0.0
4029,736,11.76,2026-04-28,1,11.76
4030,736,42.27,2026-05-18,1,42.27
4031,736,19.91,2026-05-19,1,8.53
4032,736,57.38,2026-03-22,1,14.34
4033,736,51.91,2026-05-09,1,22.25
4034,736,43.99,2026-05-15,1,18.86
4035,736,20.03,2026-03-28,1,20.03
4036,736,13.59,2026-05-12,1,13.59
4037,737,26.47,2026-03-21,0,0.0
4038,737,41.26,2026-04-04,0,0.0
4039,737,59.74,2026-03-28,0,0.0
4040,737,61.33,2026-05-08,1,6.81
4041,737,51.06,2026-05-17,0,0.0
4042,737,71.39,2026-03-21,0,0.0
4043,737,98.45,2026-03-22,0,0.0
4044,738,45.52,2026-04-09,0,0.0
4045,738,73.9,2026-04-25,1,8.21
4046,738,75.62,2026-04-25,0,0.0
4047,738,62.53,2026-03-22,1,6.95
4048,738,45.09,2026-05-07,0,0.0
4049,739,59.33,2026-03-23,0,0.0
4050,739,52.86,2026-03-21,0,0.0
4051,739,70.71,2026-03-26,0,0.0
4052,740,37.64,2026-03-22,0,0.0
4053,740,42.46,2026-05-10,0,0.0
4054,740,43.05,2026-05-04,0,0.0
4055,740,25.44,2026-05-07,1,2.83
4056,740,76.63,2026-05-15,0,0.0
4057,740,67.02,2026-03-27,1,7.45
4058,740,66.63,2026-04-07,0,0.0
4059,741,58.07,2026-05-06,0,0.0
4060,741,95.62,2026-05-09,0,0.0
4061,741,55.58,2026-04-10,0,0.0
4062,741,45.2,2026-03-30,0,0.0
4063,742,31.85,2026-04-07,1,31.84
4064,742,47.8,2026-04-11,1,47.8
4065,742,24.16,2026-05-03,1,10.35
4066,742,28.56,2026-04-26,1,28.56
4067,742,59.98,2026-05-03,1,25.7
4068,742,25.51,2026-03-24,1,6.38
4069,742,47.91,2026-04-11,1,20.54
4070,742,44.5,2026-04-13,1,19.07
4071,743,74.67,2026-05-11,0,0.0
4072,743,86.21,2026-05-16,0,0.0
4073,743,59.41,2026-05-09,0,0.0
4074,744,21.69,2026-05-06,0,0.0
4075,744,33.96,2026-03-22,0,0.0
4076,744,91.52,2026-05-19,0,0.0
4077,744,51.55,2026-04-04,0,0.0
4078,744,39.48,2026-04-19,0,0.0
4079,745,67.94,2026-05-11,0,0.0
4080,745,74.48,2026-04-23,0,0.0
4081,745,69.27,2026-05-03,0,0.0
4082,745,90.43,2026-04-16,0,0.0
4083,746,45.85,2026-04-29,0,0.0
4084,746,66.23,2026-04-21,0,0.0
4085,746,98.03,2026-04-08,0,0.0
4086,746,38.22,2026-03-27,0,0.0
4087,746,81.2,2026-04-13,0,0.0
4088,746,98.65,2026-04-25,0,0.0
4089,747,45.38,2026-03-27,1,45.38
4090,747,41.93,2026-03-22,1,17.97
4091,747,70.78,2026-05-02,1,17.69
4092,747,59.96,2026-05-10,1,25.7
4093,747,33.96,2026-05-07,1,14.55
4094,747,29.68,2026-03-28,1,29.68
4095,747,29.28,2026-05-04,1,29.28
4096,747,68.81,2026-05-14,1,29.49
4097,748,95.08,2026-04-09,0,0.0
4098,748,43.19,2026-05-02,0,0.0
4099,748,25.66,2026-03-26,0,0.0
4100,748,59.52,2026-04-16,0,0.0
4101,748,57.05,2026-05-10,0,0.0
4102,749,17.19,2026-05-10,1,17.2
4103,749,40.0,2026-04-27,1,17.14
4104,749,55.78,2026-04-06,1,23.9
4105,749,32.4,2026-03-26,1,13.88
4106,749,33.14,2026-05-02,1,33.14
4107,750,23.49,2026-05-01,0,0.0
4108,750,30.39,2026-04-16,0,0.0
4109,750,39.96,2026-04-23,0,0.0
4110,750,44.61,2026-04-26,0,0.0
4111,750,45.49,2026-04-23,0,0.0
4112,751,56.47,2026-04-13,1,24.2
4113,751,64.48,2026-04-24,1,27.64
4114,751,46.1,2026-03-31,1,11.52
4115,751,23.55,2026-04-09,1,5.89
4116,751,66.41,2026-04-21,1,16.6
4117,752,24.94,2026-05-08,0,0.0
4118,752,89.07,2026-03-27,0,0.0
4119,752,58.96,2026-05-15,0,0.0
4120,752,99.42,2026-04-17,0,0.0
4121,753,67.48,2026-05-14,0,0.0
4122,753,86.48,2026-03-21,0,0.0
4123,753,68.36,2026-04-12,0,0.0
4124,753,34.16,2026-05-03,0,0.0
4125,753,22.54,2026-03-25,0,0.0
4126,753,61.4,2026-04-17,0,0.0
4127,753,38.75,2026-03-25,0,0.0
4128,754,45.81,2026-05-12,1,45.8
4129,754,28.68,2026-04-21,1,28.68
4130,754,53.81,2026-04-19,1,13.45
4131,754,55.04,2026-04-12,1,13.76
4132,754,75.88,2026-05-04,1,18.97
4133,754,13.32,2026-04-18,1,13.32
4134,755,67.69,2026-05-19,0,0.0
4135,755,90.02,2026-04-21,0,0.0
4136,755,65.45,2026-05-10,1,7.27
4137,755,71.19,2026-05-14,0,0.0
4138,755,46.81,2026-04-04,0,0.0
4139,755,53.83,2026-05-12,0,0.0
4140,755,46.0,2026-05-18,1,5.11
4141,756,24.06,2026-04-13,0,0.0
4142,756,65.6,2026-04-06,0,0.0
4143,756,96.22,2026-03-30,0,0.0
4144,756,50.48,2026-03-22,0,0.0
4145,757,28.34,2026-04-16,1,12.15
4146,757,42.39,2026-04-08,1,42.38
4147,757,33.5,2026-04-04,1,33.5
4148,757,55.43,2026-05-07,1,13.86
4149,757,49.99,2026-03-27,1,12.5
4150,757,37.03,2026-05-09,1,9.26
4151,757,41.58,2026-03-27,1,10.4
4152,758,68.35,2026-05-06,1,29.29
4153,758,31.85,2026-04-03,1,31.84
4154,758,47.73,2026-04-07,1,47.73
4155,758,75.92,2026-04-23,1,18.98
4156,759,43.14,2026-05-11,0,0.0
4157,759,22.06,2026-05-01,0,0.0
4158,759,41.42,2026-03-23,0,0.0
4159,759,59.91,2026-04-03,0,0.0
4160,759,31.4,2026-04-08,0,0.0
4161,759,97.96,2026-05-11,0,0.0
4162,760,52.98,2026-04-24,0,0.0
4163,760,27.89,2026-03-30,0,0.0
4164,760,97.41,2026-04-15,0,0.0
4165,760,63.89,2026-03-29,0,0.0
4166,760,77.55,2026-05-10,0,0.0
4167,761,35.09,2026-04-09,1,35.09
4168,761,77.08,2026-04-14,1,19.27
4169,761,32.64,2026-03-30,1,13.99
4170,762,46.19,2026-03-29,0,0.0
4171,762,49.24,2026-04-02,0,0.0
4172,762,73.9,2026-05-18,0,0.0
4173,762,57.41,2026-04-02,0,0.0
4174,762,78.75,2026-04-24,0,0.0
4175,762,99.28,2026-05-13,0,0.0
4176,762,25.29,2026-05-10,0,0.0
4177,763,41.19,2026-05-14,1,17.65
4178,763,59.94,2026-04-06,1,25.69
4179,763,51.83,2026-05-11,1,12.96
4180,763,26.25,2026-04-18,1,26.25
4181,763,77.28,2026-05-15,1,19.32
4182,763,39.42,2026-04-03,1,16.89
4183,763,35.47,2026-05-17,1,35.47
4184,763,74.98,2026-03-23,1,18.75
4185,764,39.88,2026-04-15,1,17.09
4186,764,57.58,2026-03-23,1,14.39
4187,764,19.56,2026-05-16,1,8.38
4188,764,50.53,2026-04-05,1,21.65
4189,764,56.25,2026-05-09,1,14.06
4190,764,23.21,2026-04-15,1,5.8
4191,764,47.67,2026-04-20,1,20.43
4192,765,53.96,2026-03-22,0,0.0
4193,765,96.16,2026-03-27,0,0.0
4194,765,69.81,2026-04-06,0,0.0
4195,765,83.04,2026-04-22,0,0.0
4196,765,70.26,2026-05-13,0,0.0
4197,765,35.28,2026-04-05,0,0.0
4198,766,40.36,2026-04-12,0,0.0
4199,766,74.72,2026-04-14,0,0.0
4200,766,83.61,2026-04-10,0,0.0
4201,766,53.73,2026-03-31,0,0.0
4202,767,50.73,2026-05-10,0,0.0
4203,767,51.86,2026-04-27,0,0.0
4204,767,96.63,2026-03-28,0,0.0
4205,767,99.13,2026-04-30,0,0.0
4206,768,82.64,2026-04-12,0,0.0
4207,768,39.98,2026-05-16,0,0.0
4208,768,90.82,2026-05-19,0,0.0
4209,768,45.9,2026-03-25,0,0.0
4210,768,29.39,2026-04-04,0,0.0
4211,768,45.45,2026-05-18,0,0.0
4212,769,84.4,2026-04-05,0,0.0
4213,769,33.46,2026-04-27,0,0.0
4214,769,96.83,2026-04-30,0,0.0
4215,769,75.94,2026-05-07,0,0.0
4216,769,45.75,2026-04-25,0,0.0
4217,769,76.05,2026-05-02,0,0.0
4218,769,36.85,2026-04-06,0,0.0
4219,770,53.24,2026-04-18,0,0.0
4220,770,83.35,2026-04-27,0,0.0
4221,770,83.3,2026-05-01,0,0.0
4222,770,71.62,2026-05-14,0,0.0
4223,770,76.41,2026-03-25,0,0.0
4224,770,80.96,2026-04-03,0,0.0
4225,770,81.95,2026-05-09,0,0.0
4226,770,50.7,2026-04-14,0,0.0
4227,771,38.77,2026-04-27,0,0.0
4228,771,87.43,2026-05-17,1,9.71
4229,771,89.85,2026-04-18,0,0.0
4230,771,37.03,2026-04-22,0,0.0
4231,771,30.35,2026-04-02,0,0.0
4232,771,82.7,2026-04-18,0,0.0
4233,771,33.17,2026-04-14,0,0.0
4234,772,63.89,2026-04-10,1,27.38
4235,772,43.79,2026-05-07,1,43.79
4236,772,13.6,2026-05-09,1,13.6
4237,772,14.63,2026-04-03,1,14.62
4238,773,97.68,2026-04-17,0,0.0
4239,773,49.24,2026-03-22,0,0.0
4240,773,76.13,2026-03-24,0,0.0
4241,773,62.43,2026-05-08,0,0.0
4242,773,55.45,2026-04-14,0,0.0
4243,773,90.12,2026-05-07,0,0.0
4244,773,81.23,2026-03-26,0,0.0
4245,773,53.74,2026-05-06,0,0.0
4246,774,41.37,2026-04-13,0,0.0
4247,774,58.15,2026-03-22,1,6.46
4248,774,40.55,2026-04-14,0,0.0
4249,774,79.55,2026-04-30,0,0.0
4250,775,47.46,2026-04-04,0,0.0
4251,775,78.57,2026-04-22,0,0.0
4252,775,41.14,2026-05-12,0,0.0
4253,775,89.68,2026-03-29,0,0.0
4254,775,95.31,2026-04-10,0,0.0
4255,775,67.82,2026-04-08,0,0.0
4256,775,20.42,2026-05-19,0,0.0
4257,776,40.63,2026-03-30,0,0.0
4258,776,44.13,2026-05-04,0,0.0
4259,776,98.17,2026-05-13,0,0.0
4260,776,21.29,2026-05-07,0,0.0
4261,776,30.96,2026-03-31,0,0.0
4262,776,28.7,2026-05-10,0,0.0
4263,776,29.15,2026-03-27,0,0.0
4264,777,38.36,2026-04-26,0,0.0
4265,777,66.23,2026-03-28,0,0.0
4266,777,70.36,2026-05-11,0,0.0
4267,778,46.66,2026-04-19,0,0.0
4268,778,22.59,2026-04-11,0,0.0
4269,778,88.35,2026-04-02,0,0.0
4270,779,76.61,2026-05-10,0,0.0
4271,779,31.04,2026-03-30,0,0.0
4272,779,81.46,2026-04-19,0,0.0
4273,780,36.1,2026-04-05,0,0.0
4274,780,39.48,2026-05-01,0,0.0
4275,780,25.92,2026-04-04,0,0.0
4276,781,20.29,2026-03-27,1,8.7
4277,781,36.61,2026-03-26,1,15.69
4278,781,22.99,2026-04-05,1,22.98
4279,781,55.1,2026-05-14,1,23.62
4280,781,24.81,2026-04-09,1,24.81
4281,781,30.83,2026-05-06,1,30.82
4282,781,75.06,2026-04-03,1,18.77
4283,781,23.83,2026-04-22,1,10.21
4284,782,96.24,2026-04-18,0,0.0
4285,782,70.16,2026-03-27,0,0.0
4286,782,64.41,2026-05-02,0,0.0
4287,782,91.28,2026-05-04,0,0.0
4288,783,65.44,2026-04-23,1,7.27
4289,783,40.04,2026-04-07,1,4.45
4290,783,49.67,2026-05-01,0,0.0
4291,783,47.35,2026-03-21,0,0.0
4292,784,35.53,2026-05-14,0,0.0
4293,784,30.06,2026-03-25,0,0.0
4294,784,29.83,2026-04-19,0,0.0
4295,784,73.88,2026-05-04,0,0.0
4296,784,49.01,2026-04-03,0,0.0
4297,784,89.23,2026-04-08,0,0.0
4298,784,83.26,2026-05-07,0,0.0
4299,784,54.11,2026-04-11,0,0.0
4300,785,82.68,2026-05-06,0,0.0
4301,785,79.49,2026-03-22,0,0.0
4302,785,48.94,2026-05-13,0,0.0
4303,785,38.44,2026-05-15,0,0.0
4304,786,50.52,2026-05-07,1,21.65
4305,786,28.4,2026-04-05,1,12.17
4306,786,60.89,2026-05-17,1,26.09
4307,786,32.01,2026-05-03,1,32.01
4308,786,60.79,2026-05-18,1,26.05
4309,786,43.38,2026-05-04,1,10.85
4310,787,52.71,2026-04-09,1,13.18
4311,787,38.69,2026-04-17,1,9.67
4312,787,36.36,2026-05-06,1,15.58
4313,787,46.04,2026-03-21,1,19.73
4314,787,70.64,2026-05-15,1,17.66
4315,787,11.55,2026-04-26,1,11.54
4316,787,68.21,2026-05-10,1,17.05
4317,787,45.64,2026-04-29,1,11.41
4318,788,84.39,2026-04-26,0,0.0
4319,788,82.94,2026-05-15,0,0.0
4320,788,37.93,2026-04-05,0,0.0
4321,788,20.71,2026-03-31,0,0.0
4322,788,43.19,2026-05-06,0,0.0
4323,788,30.39,2026-05-10,0,0.0
4324,789,10.25,2026-05-11,1,10.25
4325,789,26.85,2026-05-14,1,26.86
4326,789,62.55,2026-04-25,1,26.81
4327,789,61.61,2026-03-28,1,26.41
4328,789,52.9,2026-05-05,1,22.67
4329,789,69.48,2026-05-03,1,29.77
4330,789,20.07,2026-04-24,1,8.6
4331,789,53.59,2026-05-06,1,22.96
4332,790,54.25,2026-04-16,0,0.0
4333,790,46.54,2026-04-30,0,0.0
4334,790,76.23,2026-03-24,0,0.0
4335,790,44.25,2026-03-21,0,0.0
4336,790,68.48,2026-04-07,0,0.0
4337,790,86.44,2026-04-03,1,9.61
4338,790,21.14,2026-04-12,1,2.35
4339,791,31.21,2026-04-18,1,13.37
4340,791,43.18,2026-04-21,1,18.51
4341,791,38.63,2026-05-07,1,38.63
4342,791,17.06,2026-05-12,1,17.05
4343,791,48.79,2026-03-24,1,12.2
4344,791,35.64,2026-05-15,1,35.63
4345,791,41.26,2026-05-04,1,41.26
4346,792,75.56,2026-04-02,1,8.4
4347,792,97.75,2026-03-24,0,0.0
4348,792,38.56,2026-03-28,0,0.0
4349,793,90.31,2026-04-23,0,0.0
4350,793,24.74,2026-05-04,0,0.0
4351,793,27.87,2026-05-10,0,0.0
4352,793,28.99,2026-03-22,0,0.0
4353,793,41.86,2026-04-05,0,0.0
4354,793,46.89,2026-04-05,0,0.0
4355,793,80.21,2026-03-22,0,0.0
4356,793,76.07,2026-04-25,0,0.0
4357,794,31.65,2026-04-15,0,0.0
4358,794,69.97,2026-05-11,0,0.0
4359,794,43.54,2026-05-16,0,0.0
4360,794,69.71,2026-03-22,0,0.0
4361,794,46.78,2026-03-29,0,0.0
4362,794,65.26,2026-04-10,0,0.0
4363,795,38.96,2026-04-25,0,0.0
4364,795,63.47,2026-05-11,0,0.0
4365,795,61.79,2026-04-02,0,0.0
4366,795,63.14,2026-04-26,0,0.0
4367,796,94.42,2026-04-18,0,0.0
4368,796,96.41,2026-05-03,0,0.0
4369,796,74.21,2026-04-02,0,0.0
4370,796,57.54,2026-05-06,0,0.0
4371,796,44.7,2026-05-13,0,0.0
4372,796,76.25,2026-05-07,0,0.0
4373,796,94.98,2026-04-02,0,0.0
4374,796,24.85,2026-04-07,0,0.0
4375,797,69.65,2026-04-13,0,0.0
4376,797,23.61,2026-04-02,0,0.0
4377,797,76.23,2026-05-07,0,0.0
4378,797,40.14,2026-04-11,1,4.46
4379,797,72.35,2026-05-16,0,0.0
4380,798,87.01,2026-05-16,0,0.0
4381,798,33.97,2026-03-24,0,0.0
4382,798,91.73,2026-04-21,0,0.0
4383,798,33.68,2026-05-19,0,0.0
4384,798,79.31,2026-03-30,0,0.0
4385,799,82.14,2026-04-09,0,0.0
4386,799,67.02,2026-03-29,0,0.0
4387,799,91.86,2026-04-26,0,0.0
4388,800,54.24,2026-04-22,0,0.0
4389,800,77.98,2026-04-25,0,0.0
4390,800,22.64,2026-04-18,0,0.0
4391,800,68.39,2026-05-15,0,0.0
4392,800,42.46,2026-05-07,0,0.0
4393,801,88.84,2026-03-21,0,0.0
4394,801,29.92,2026-05-06,0,0.0
4395,801,62.14,2026-04-12,0,0.0
4396,802,20.46,2026-05-13,1,20.46
4397,802,17.46,2026-04-15,1,4.36
4398,802,74.7,2026-05-03,1,18.68
4399,803,25.56,2026-03-27,0,0.0
4400,803,20.51,2026-04-12,0,0.0
4401,803,37.52,2026-04-07,0,0.0
4402,803,49.71,2026-04-28,0,0.0
4403,803,37.37,2026-04-27,1,4.15
4404,803,23.19,2026-04-07,1,2.58
4405,803,28.44,2026-04-07,0,0.0
4406,804,97.61,2026-04-09,0,0.0
4407,804,56.06,2026-04-19,0,0.0
4408,804,70.08,2026-03-26,0,0.0
4409,804,29.13,2026-04-22,0,0.0
4410,805,28.66,2026-04-24,0,0.0
4411,805,74.22,2026-05-03,0,0.0
4412,805,27.92,2026-04-16,0,0.0
4413,805,76.02,2026-05-15,0,0.0
4414,805,80.13,2026-04-10,0,0.0
4415,805,38.44,2026-05-17,0,0.0
4416,805,54.93,2026-04-03,0,0.0
4417,805,48.29,2026-04-04,0,0.0
4418,806,61.66,2026-04-04,0,0.0
4419,806,94.07,2026-04-03,0,0.0
4420,806,30.23,2026-05-15,0,0.0
4421,806,71.04,2026-04-26,0,0.0
4422,806,93.49,2026-04-19,0,0.0
4423,806,85.21,2026-04-21,0,0.0
4424,806,96.68,2026-04-12,0,0.0
4425,807,44.16,2026-03-28,1,18.92
4426,807,24.8,2026-04-08,1,10.63
4427,807,16.49,2026-05-11,1,16.48
4428,807,18.34,2026-05-12,1,7.86
4429,807,31.98,2026-04-12,1,7.99
4430,807,32.54,2026-05-08,1,8.13
4431,808,26.39,2026-04-06,0,0.0
4432,808,32.72,2026-04-02,0,0.0
4433,808,43.0,2026-03-23,0,0.0
4434,809,55.26,2026-04-21,0,0.0
4435,809,47.39,2026-05-15,0,0.0
4436,809,67.99,2026-05-03,0,0.0
4437,810,26.26,2026-04-28,0,0.0
4438,810,74.48,2026-05-07,1,8.28
4439,810,58.68,2026-04-30,0,0.0
4440,810,99.2,2026-04-19,0,0.0
4441,810,53.39,2026-04-22,0,0.0
4442,811,22.76,2026-03-29,0,0.0
4443,811,21.08,2026-05-06,0,0.0
4444,811,86.44,2026-04-03,0,0.0
4445,812,40.19,2026-05-10,0,0.0
4446,812,90.93,2026-05-10,0,0.0
4447,812,85.63,2026-05-12,1,9.52
4448,812,84.26,2026-04-17,0,0.0
4449,812,53.46,2026-04-29,0,0.0
4450,813,48.14,2026-05-01,0,0.0
4451,813,29.12,2026-05-08,0,0.0
4452,813,28.46,2026-04-22,0,0.0
4453,813,73.39,2026-04-03,0,0.0
4454,813,30.01,2026-05-06,0,0.0
4455,813,63.09,2026-04-23,0,0.0
4456,813,59.81,2026-03-26,0,0.0
4457,814,37.04,2026-04-11,0,0.0
4458,814,25.98,2026-04-24,0,0.0
4459,814,72.27,2026-05-13,0,0.0
4460,815,68.76,2026-03-24,0,0.0
4461,815,87.43,2026-05-18,0,0.0
4462,815,91.35,2026-03-26,0,0.0
4463,815,88.35,2026-05-07,0,0.0
4464,815,86.91,2026-03-28,0,0.0
4465,815,37.87,2026-04-15,0,0.0
4466,815,36.19,2026-03-21,0,0.0
4467,816,20.99,2026-04-21,1,8.99
4468,816,57.95,2026-04-11,1,24.83
4469,816,19.2,2026-03-27,1,19.2
4470,816,31.1,2026-05-06,1,31.09
4471,816,79.14,2026-04-12,1,19.78
4472,816,17.01,2026-03-23,1,7.29
4473,816,13.69,2026-05-15,1,13.69
4474,816,17.89,2026-04-29,1,7.67
4475,817,29.43,2026-04-02,0,0.0
4476,817,38.7,2026-04-25,0,0.0
4477,817,88.13,2026-04-25,0,0.0
4478,817,78.61,2026-04-26,0,0.0
4479,817,51.09,2026-05-09,0,0.0
4480,817,84.8,2026-04-14,0,0.0
4481,817,39.51,2026-05-05,0,0.0
4482,818,60.81,2026-05-02,0,0.0
4483,818,54.83,2026-05-15,0,0.0
4484,818,43.09,2026-05-01,0,0.0
4485,818,88.05,2026-05-03,0,0.0
4486,818,86.76,2026-04-29,0,0.0
4487,818,66.31,2026-03-31,0,0.0
4488,818,71.93,2026-04-19,0,0.0
4489,819,57.68,2026-04-21,0,0.0
4490,819,93.9,2026-05-19,0,0.0
4491,819,55.29,2026-03-26,1,6.14
4492,820,69.21,2026-03-28,0,0.0
4493,820,58.37,2026-03-26,0,0.0
4494,820,56.1,2026-04-25,0,0.0
4495,820,23.04,2026-04-12,0,0.0
4496,821,39.45,2026-04-24,1,4.38
4497,821,75.09,2026-05-11,0,0.0
4498,821,33.21,2026-05-19,1,3.69
4499,822,73.06,2026-04-29,1,18.26
4500,822,24.05,2026-05-16,1,10.3
4501,822,59.06,2026-04-12,1,14.77
4502,822,33.1,2026-05-03,1,14.19
4503,822,42.93,2026-05-03,1,18.4
4504,822,15.21,2026-04-21,1,15.21
4505,822,39.42,2026-04-22,1,39.42
4506,822,21.9,2026-04-24,1,9.39
4507,823,21.67,2026-04-11,1,5.42
4508,823,34.68,2026-04-26,1,34.69
4509,823,40.28,2026-03-24,1,10.07
4510,824,62.35,2026-05-03,0,0.0
4511,824,99.08,2026-05-16,0,0.0
4512,824,20.99,2026-04-24,0,0.0
4513,824,21.08,2026-04-11,0,0.0
4514,824,85.24,2026-04-14,0,0.0
4515,824,35.92,2026-04-08,0,0.0
4516,824,49.73,2026-05-15,0,0.0
4517,825,96.75,2026-05-06,0,0.0
4518,825,39.92,2026-04-09,0,0.0
4519,825,40.25,2026-04-13,0,0.0
4520,825,82.45,2026-04-15,0,0.0
4521,826,27.85,2026-04-15,0,0.0
4522,826,21.16,2026-04-29,0,0.0
4523,826,73.74,2026-03-26,0,0.0
4524,827,31.5,2026-05-15,0,0.0
4525,827,51.69,2026-04-15,0,0.0
4526,827,27.06,2026-05-05,0,0.0
4527,827,90.07,2026-04-22,0,0.0
4528,828,20.25,2026-04-11,0,0.0
4529,828,67.87,2026-05-18,0,0.0
4530,828,27.27,2026-05-19,0,0.0
4531,828,27.58,2026-04-04,0,0.0
4532,828,48.4,2026-04-21,0,0.0
4533,829,87.58,2026-03-28,0,0.0
4534,829,41.87,2026-05-01,0,0.0
4535,829,60.6,2026-05-06,0,0.0
4536,829,92.97,2026-03-29,0,0.0
4537,829,84.6,2026-03-29,0,0.0
4538,829,21.65,2026-04-22,0,0.0
4539,829,68.96,2026-04-18,0,0.0
4540,829,75.54,2026-04-13,0,0.0
4541,830,46.21,2026-05-12,0,0.0
4542,830,38.56,2026-04-16,0,0.0
4543,830,84.21,2026-05-08,0,0.0
4544,830,42.58,2026-05-12,0,0.0
4545,830,26.48,2026-04-04,0,0.0
4546,830,55.03,2026-05-19,0,0.0
4547,830,37.61,2026-03-27,0,0.0
4548,831,17.28,2026-05-03,1,7.4
4549,831,63.3,2026-03-30,1,15.83
4550,831,38.19,2026-04-11,1,9.55
4551,831,29.34,2026-04-06,1,7.34
4552,831,46.84,2026-05-16,1,20.07
4553,831,18.06,2026-03-23,1,7.74
4554,832,94.05,2026-04-18,0,0.0
4555,832,28.19,2026-05-17,0,0.0
4556,832,42.92,2026-05-17,0,0.0
4557,833,71.94,2026-04-09,0,0.0
4558,833,56.05,2026-04-18,0,0.0
4559,833,53.48,2026-05-09,0,0.0
4560,833,28.56,2026-05-12,0,0.0
4561,834,52.72,2026-05-02,1,22.59
4562,834,58.94,2026-05-09,1,14.73
4563,834,41.96,2026-05-09,1,10.49
4564,834,69.01,2026-03-30,1,29.57
4565,835,53.59,2026-05-16,0,0.0
4566,835,99.24,2026-04-29,0,0.0
4567,835,26.98,2026-05-10,0,0.0
4568,835,69.05,2026-03-26,0,0.0
4569,836,68.21,2026-05-10,0,0.0
4570,836,96.67,2026-04-12,0,0.0
4571,836,38.19,2026-05-09,0,0.0
